t,mag_x,mag_y,mag_z,yaw_mag_deg,yaw_filter_deg,accepted
1255.7514,-34.7,-104.6,-297.1,113.75,126.68,1
1255.8870,-48.3,-113.4,-291.3,120.82,123.36,1
1256.0233,-15.8,-121.2,-292.2,96.63,120.99,0
1256.1572,-13.7,-124.1,-291.3,94.85,122.16,0
1256.2906,-24.2,-129.0,-286.4,102.26,123.76,0
1256.4230,-26.3,-122.2,-285.4,103.87,124.35,0
1256.5559,-15.8,-123.1,-291.3,94.67,123.98,0
1256.6888,-8.4,-113.4,-289.3,91.21,123.33,0
1256.8206,-16.8,-109.5,-294.2,101.88,122.54,0
1256.9570,-32.6,-112.4,-300.0,114.53,121.76,1
1257.0924,-20.0,-116.3,-295.2,104.51,120.01,0
1257.2243,-25.2,-122.2,-289.3,107.96,119.47,1
1257.3585,-29.4,-123.1,-290.3,112.40,119.29,1
1257.4939,-55.7,-124.1,-288.3,126.93,119.41,1
1257.6279,-52.5,-121.2,-290.3,122.79,120.16,1
1257.7609,-28.4,-118.3,-295.2,111.96,119.36,1
1257.8958,-33.6,-114.4,-291.3,117.24,119.96,1
1258.0209,-48.3,-118.3,-292.2,125.12,120.09,1
1258.1527,-39.9,-121.2,-289.3,119.54,119.10,1
1258.2858,-31.5,-126.1,-289.3,113.15,118.97,1
1258.4199,-30.5,-126.1,-290.3,112.39,120.41,1
1258.5550,-46.2,-129.0,-287.4,121.13,121.65,1
1258.6875,-34.7,-125.1,-292.2,114.72,122.89,1
1258.8219,-30.5,-122.2,-295.2,114.02,123.73,1
1258.9597,-32.6,-114.4,-292.2,118.83,122.26,1
1259.0928,-37.8,-111.4,-297.1,126.76,119.70,1
1259.2264,-34.7,-118.3,-300.0,122.94,117.90,1
1259.3603,-30.5,-124.1,-291.3,118.17,117.96,1
1259.4932,-39.9,-128.0,-289.3,121.52,119.20,1
1259.6277,-50.4,-120.2,-290.3,128.79,121.45,1
1259.7618,-51.5,-117.3,-293.2,129.66,124.17,1
1259.8952,-48.3,-115.3,-290.3,129.21,125.46,1
1260.0320,-48.3,-110.4,-294.2,131.93,124.38,1
1260.1676,-68.3,-119.2,-289.3,136.83,120.81,0
1260.2993,-58.8,-123.1,-288.3,131.98,120.09,1
1260.4334,-36.8,-120.2,-288.3,124.04,123.49,1
1260.5675,-56.7,-128.0,-290.3,128.74,126.74,1
1260.7026,-59.9,-119.2,-288.3,133.70,129.18,1
1260.8360,-51.5,-121.2,-290.3,130.37,131.48,1
1260.9724,-48.3,-118.3,-291.3,130.39,132.54,1
1261.1069,-51.5,-117.3,-293.2,132.53,130.89,1
1261.2410,-57.8,-123.1,-286.4,132.29,127.46,1
1261.3750,-41.0,-127.1,-289.3,123.91,125.71,1
1261.5093,-24.2,-129.0,-292.2,116.10,125.31,1
1261.6414,-34.7,-126.1,-292.2,121.64,126.01,1
1261.7754,-55.7,-125.1,-288.3,131.45,128.22,1
1261.9127,-46.2,-117.3,-291.3,129.86,128.41,1
1262.0448,-29.4,-116.3,-290.3,123.97,125.65,1
1262.1781,-31.5,-114.4,-293.2,127.32,121.45,1
1262.3116,-31.5,-117.3,-294.2,126.85,116.24,1
1262.4454,-6.3,-116.3,-294.2,115.19,113.18,1
1262.5778,2.1,-119.2,-296.1,110.96,111.58,1
1262.7119,-11.6,-118.3,-291.3,117.98,111.71,1
1262.8480,-27.3,-115.3,-295.2,128.63,115.64,1
1262.9837,-39.9,-114.4,-294.2,132.94,119.72,1
1263.1181,-35.7,-109.5,-293.2,135.04,121.66,1
1263.2526,-42.0,-104.6,-294.2,139.64,121.82,0
1263.3853,-44.1,-108.5,-296.1,139.09,118.14,0
1263.5182,-26.3,-106.5,-298.1,132.21,114.99,0
1263.6508,-18.9,-111.4,-295.2,127.21,113.49,1
1263.7834,-32.6,-118.3,-293.2,129.43,115.56,1
1263.9229,-39.9,-113.4,-298.1,135.62,122.04,1
1264.0573,-30.5,-111.4,-297.1,133.59,126.88,1
1264.1900,-28.4,-107.5,-296.1,133.26,126.57,1
1264.3228,-28.4,-107.5,-298.1,134.53,125.40,1
1264.4578,-43.1,-99.7,-295.2,142.11,123.43,0
1264.5910,-21.0,-104.6,-299.1,131.99,121.67,1
1264.7240,-22.1,-110.4,-298.1,129.98,120.60,1
1264.8593,-20.0,-105.6,-302.0,131.97,120.57,1
1264.9978,-37.8,-114.4,-294.2,133.75,122.00,1
1265.1294,-30.5,-117.3,-294.2,131.19,125.68,1
1265.2642,-41.0,-114.4,-295.2,135.65,128.86,1
1265.3981,-51.5,-110.4,-295.2,140.62,129.57,1
1265.5317,-62.0,-111.4,-289.3,141.14,127.31,1
1265.6656,-34.7,-113.4,-292.2,131.37,125.47,1
1265.8007,-41.0,-127.1,-292.2,129.31,125.27,1
1265.9358,-44.1,-124.1,-293.2,132.20,125.65,1
1266.0698,-51.5,-119.2,-291.3,135.42,126.32,1
1266.2041,-38.9,-111.4,-295.2,134.21,127.95,1
1266.3363,-42.0,-111.4,-294.2,135.86,127.54,1
1266.4707,-37.8,-101.6,-297.1,138.77,125.57,1
1266.6059,-47.3,-110.4,-297.1,136.91,120.95,0
1266.7376,-25.2,-106.5,-299.1,130.97,119.64,1
1266.8731,-30.5,-110.4,-295.2,130.64,119.13,1
1267.0106,-34.7,-110.4,-293.2,131.97,119.95,1
1267.1464,-36.8,-114.4,-294.2,130.63,123.26,1
1267.2826,-30.5,-114.4,-294.2,129.51,126.17,1
1267.4167,-32.6,-109.5,-295.2,131.36,126.18,1
1267.5495,-36.8,-109.5,-295.2,133.19,125.16,1
1267.6848,-34.7,-115.3,-296.1,128.76,122.60,1
1267.8197,-6.3,-121.2,-295.2,116.38,122.56,1
1267.9558,-23.1,-124.1,-292.2,121.51,123.09,1
1268.0907,-38.9,-117.3,-294.2,128.97,124.98,1
1268.2264,-47.3,-115.3,-295.2,132.56,126.37,1
1268.3591,-32.6,-115.3,-298.1,128.06,127.45,1
1268.4944,-37.8,-109.5,-299.1,131.18,127.58,1
1268.6284,-43.1,-106.5,-299.1,134.87,127.42,1
1268.7619,-37.8,-110.4,-294.2,128.97,125.01,1
1268.8975,-5.3,-121.2,-298.1,113.20,123.15,1
1269.0353,-17.9,-120.2,-295.2,119.36,124.84,1
1269.1684,-32.6,-121.2,-289.3,124.48,128.06,1
1269.3040,-50.4,-117.3,-291.3,130.47,129.46,1
1269.4381,-38.9,-117.3,-291.3,126.83,129.99,1
1269.5704,-34.7,-114.4,-294.2,124.93,129.41,1
1269.7050,-36.8,-113.4,-292.2,127.67,128.70,1
1269.8416,-54.6,-114.4,-291.3,132.54,127.23,1
1269.9760,-24.2,-112.4,-293.2,120.56,128.03,1
1270.1094,-31.5,-111.4,-297.1,124.46,129.62,1
1270.2443,-48.3,-122.2,-288.3,128.65,130.89,1
1270.3804,-49.4,-117.3,-291.3,128.70,131.36,1
1270.5130,-33.6,-114.4,-292.2,124.61,131.52,1
1270.6472,-33.6,-105.6,-297.1,125.80,130.27,1
1270.7815,-32.6,-103.6,-300.0,129.05,129.28,1
1270.9184,-56.7,-110.4,-293.2,135.38,126.99,1
1271.0541,-23.1,-105.6,-297.1,122.01,126.34,1
1271.1889,-26.3,-113.4,-298.1,121.35,127.32,1
1271.3219,-33.6,-111.4,-294.2,125.03,129.97,1
1271.4574,-48.3,-111.4,-293.2,129.43,131.71,1
1271.5915,-29.4,-111.4,-295.2,120.08,132.59,1
1271.7245,-32.6,-109.5,-298.1,124.21,132.34,1
1271.8581,-37.8,-109.5,-295.2,128.28,130.56,1
1271.9962,-56.7,-104.6,-294.2,135.57,126.96,1
1272.1294,-30.5,-108.5,-294.2,120.75,124.22,1
1272.2643,-15.8,-111.4,-294.2,114.08,123.62,1
1272.3988,-22.1,-110.4,-298.1,117.83,125.12,1
1272.5329,-44.1,-108.5,-297.1,129.83,126.56,1
1272.6670,-32.6,-107.5,-300.0,124.33,127.62,1
1272.8020,-29.4,-107.5,-294.2,124.61,128.17,1
1272.9375,-39.9,-102.6,-296.1,131.54,127.60,1
1273.0714,-38.9,-112.4,-295.2,128.80,127.87,1
1273.2060,-33.6,-113.4,-298.1,125.48,127.40,1
1273.3388,-14.7,-111.4,-297.1,117.15,125.27,1
1273.4736,-13.7,-109.5,-298.1,116.93,124.08,1
1273.6092,-38.9,-119.2,-293.2,125.10,125.71,1
1273.7422,-38.9,-110.4,-296.1,128.17,127.24,1
1273.8776,-27.3,-109.5,-298.1,124.91,128.25,1
1274.0159,-30.5,-104.6,-295.2,127.89,128.22,1
1274.1502,-36.8,-99.7,-299.1,133.99,126.92,1
1274.2848,-36.8,-102.6,-298.1,130.62,124.74,1
1274.4187,-10.5,-104.6,-301.0,116.58,123.94,1
1274.5516,-15.8,-117.3,-294.2,115.95,124.93,1
1274.6864,-28.4,-112.4,-299.1,125.73,126.20,1
1274.8210,-36.8,-113.4,-295.2,128.42,127.74,1
1274.9582,-29.4,-107.5,-299.1,125.91,128.71,1
1275.0909,-20.0,-102.6,-299.1,124.06,128.44,1
1275.2266,-25.2,-101.6,-299.1,128.89,127.80,1
1275.3589,-26.3,-99.7,-299.1,130.10,125.76,1
1275.4935,-17.9,-97.7,-299.1,127.41,125.26,1
1275.6274,-33.6,-104.6,-296.1,131.84,127.76,1
1275.7609,-55.7,-116.3,-293.2,134.75,129.43,1
1275.8962,-51.5,-115.3,-293.2,132.65,130.15,1
1276.0346,-47.3,-112.4,-294.2,132.75,130.20,1
1276.1677,-39.9,-103.6,-300.0,133.58,128.06,1
1276.3017,-52.5,-104.6,-294.2,139.83,125.53,1
1276.4356,-44.1,-106.5,-293.2,134.80,122.37,1
1276.5677,-33.6,-109.5,-294.2,129.87,122.86,1
1276.7020,-43.1,-113.4,-294.2,132.15,125.01,1
1276.8397,-55.7,-116.3,-292.2,135.64,125.40,1
1276.9757,-48.3,-105.6,-298.1,135.40,126.36,1
1277.1102,-30.5,-104.6,-299.1,128.04,127.68,1
1277.2450,-27.3,-100.7,-294.2,127.60,127.71,1
1277.3791,-41.0,-100.7,-298.1,134.49,128.21,1
1277.5134,-54.6,-110.4,-296.1,134.24,127.63,1
1277.6474,-29.4,-110.4,-299.1,122.49,126.98,1
1277.7801,-37.8,-119.2,-294.2,123.69,127.31,1
1277.9198,-42.0,-121.2,-293.2,125.42,128.12,1
1278.0545,-55.7,-125.1,-286.4,128.43,130.21,1
1278.1874,-37.8,-119.2,-293.2,122.27,131.98,1
1278.3221,-44.1,-114.4,-293.2,125.58,131.14,1
1278.4574,-41.0,-110.4,-294.2,125.97,129.61,1
1278.5899,-44.1,-113.4,-294.2,127.68,127.31,1
1278.7245,-18.9,-114.4,-294.2,115.32,126.32,1
1278.8598,-28.4,-109.5,-295.2,121.09,126.63,1
1278.9962,-39.9,-112.4,-296.1,126.81,126.95,1
1279.1300,-48.3,-102.6,-296.1,132.85,125.77,1
1279.2648,-35.7,-101.6,-301.0,127.59,126.99,1
1279.3973,-23.1,-98.7,-301.0,120.66,126.58,1
1279.5332,-31.5,-94.8,-298.1,128.63,126.14,1
1279.6671,-39.9,-101.6,-299.1,132.51,123.95,1
1279.8007,-23.1,-102.6,-299.1,122.87,122.84,1
1279.9388,-18.9,-105.6,-302.0,120.54,123.16,1
1280.0721,-25.2,-104.6,-297.1,123.67,124.54,1
1280.2052,-37.8,-106.5,-297.1,127.95,127.57,1
1280.3394,-29.4,-103.6,-299.1,125.03,130.68,1
1280.4740,-34.7,-105.6,-295.2,126.40,132.11,1
1280.6075,-35.7,-112.4,-295.2,126.21,131.91,1
1280.7418,-49.4,-108.5,-295.2,133.71,129.85,1
1280.8771,-32.6,-109.5,-294.2,126.11,127.85,1
1281.0137,-17.9,-105.6,-301.0,119.71,126.45,1
1281.1479,-29.4,-114.4,-292.2,123.29,127.07,1
1281.2824,-62.0,-109.5,-294.2,139.76,129.13,1
1281.4151,-80.9,-107.5,-289.3,144.80,130.32,1
1281.5496,-77.7,-110.4,-289.3,144.25,130.50,1
1281.6851,-78.8,-106.5,-290.3,146.46,128.50,0
1281.8176,-91.4,-100.7,-291.3,150.64,126.07,0
1281.9542,-79.8,-107.5,-291.3,146.35,126.17,0
1282.0878,-88.2,-104.6,-289.3,148.39,126.64,0
1282.2219,-86.1,-108.5,-288.3,147.93,128.29,0
1282.3552,-97.7,-96.8,-293.2,155.61,127.96,0
1282.4891,-106.1,-91.9,-290.3,158.70,128.52,0
1282.6208,-93.5,-90.9,-291.3,158.95,129.09,0
1282.7552,-84.0,-88.0,-294.2,157.83,129.26,0
1282.8897,-65.1,-93.8,-291.3,151.52,128.91,0
1283.0259,-69.3,-102.6,-296.1,148.46,128.40,0
1283.1587,-73.5,-103.6,-294.2,148.01,127.30,0
1283.2936,-56.7,-101.6,-294.2,144.14,125.54,0
1283.4267,-41.0,-111.4,-299.1,135.77,126.11,1
1283.5594,-30.5,-115.3,-292.2,129.16,126.59,1
1283.6937,-22.1,-113.4,-297.1,125.98,127.10,1
1283.8303,-17.9,-110.4,-296.1,123.06,126.67,1
1283.9657,-5.3,-109.5,-294.2,116.48,128.70,1
1284.1004,3.2,-106.5,-303.0,113.47,130.66,0
1284.2342,-1.1,-100.7,-303.0,117.68,131.24,1
1284.3679,-11.6,-111.4,-297.1,122.88,130.35,1
1284.5021,-8.4,-117.3,-293.2,117.80,128.10,1
1284.6364,8.4,-113.4,-295.2,109.68,126.57,0
1284.7698,5.3,-119.2,-296.1,110.49,126.65,0
1284.9037,-4.2,-117.3,-295.2,116.64,128.05,1
1285.0393,-13.7,-119.2,-294.2,121.58,127.84,1
1285.1739,-4.2,-117.3,-294.2,116.57,129.11,1
1285.3072,-2.1,-117.3,-291.3,116.79,127.65,1
1285.4408,-11.6,-114.4,-294.2,123.16,126.91,1
1285.5748,-25.2,-112.4,-295.2,129.12,126.30,1
1285.7078,3.2,-115.3,-296.1,114.06,124.15,1
1285.8432,7.4,-121.2,-298.1,110.79,123.03,1
1285.9816,3.2,-127.1,-292.2,111.97,122.32,1
1286.1146,0.0,-119.2,-296.1,115.72,122.71,1
1286.2496,6.3,-115.3,-297.1,112.40,123.21,1
1286.3836,13.7,-109.5,-298.1,110.15,122.11,1
1286.5174,7.4,-106.5,-299.1,115.73,120.71,1
1286.6515,-8.4,-103.6,-300.0,126.76,120.37,1
1286.7861,-13.7,-104.6,-295.2,127.59,119.55,1
1286.9229,0.0,-106.5,-295.2,117.11,118.96,1
1287.0568,1.1,-116.3,-297.1,114.62,119.93,1
1287.1912,-29.4,-118.3,-293.2,127.55,122.70,1
1287.3237,-31.5,-118.3,-297.1,129.50,124.45,1
1287.4583,-24.2,-109.5,-302.0,130.30,124.09,1
1287.5938,-42.0,-101.6,-302.0,139.93,119.43,0
1287.7256,-50.4,-98.7,-296.1,142.40,117.91,0
1287.8598,-32.6,-100.7,-303.0,135.51,116.46,0
1287.9965,-5.3,-107.5,-300.0,118.35,116.73,1
1288.1310,-27.3,-119.2,-293.2,124.16,118.64,1
1288.2656,-45.2,-115.3,-294.2,132.06,121.46,1
1288.4000,-36.8,-112.4,-296.1,130.79,123.13,1
1288.5346,-13.7,-114.4,-298.1,118.79,126.93,1
1288.6709,-29.4,-112.4,-297.1,128.40,126.75,1
1288.8067,-35.7,-107.5,-294.2,132.67,125.07,1
1288.9437,-49.4,-111.4,-290.3,135.23,123.77,1
1289.0758,-46.2,-120.2,-292.2,130.03,123.54,1
1289.2106,-31.5,-113.4,-299.1,127.67,125.42,1
1289.3448,-35.7,-111.4,-296.1,129.32,127.82,1
1289.4778,-27.3,-119.2,-290.3,125.12,128.50,1
1289.6120,-24.2,-110.4,-299.1,125.83,129.78,1
1289.7474,-31.5,-120.2,-292.2,126.90,129.72,1
1289.8808,-41.0,-108.5,-297.1,135.45,128.55,1
1290.0166,-48.3,-99.7,-297.1,140.10,128.10,1
1290.1514,-58.8,-102.6,-296.1,141.72,127.43,1
1290.2854,-49.4,-95.8,-302.0,141.86,125.84,0
1290.4187,-53.6,-100.7,-299.1,141.37,126.74,1
1290.5528,-53.6,-114.4,-297.1,134.99,128.75,1
1290.6854,-39.9,-110.4,-297.1,129.79,130.14,1
1290.8214,-25.2,-111.4,-300.0,124.28,132.05,1
1290.9582,-35.7,-111.4,-297.1,131.13,131.50,1
1291.0910,-47.3,-109.5,-294.2,133.62,130.23,1
1291.2250,-41.0,-111.4,-296.1,131.05,127.43,1
1291.3585,-16.8,-103.6,-300.0,123.32,125.76,1
1291.4925,4.2,-108.5,-293.2,109.40,125.37,0
1291.6244,-3.2,-116.3,-294.2,110.70,127.75,0
1291.7581,3.2,-107.5,-300.0,114.92,131.20,0
1291.8941,-7.4,-107.5,-298.1,118.34,133.96,0
1292.0288,-13.7,-102.6,-301.0,123.67,135.02,1
1292.1634,0.0,-103.6,-296.1,115.66,133.41,0
1292.2975,-3.2,-105.6,-303.0,120.31,130.11,1
1292.4311,6.3,-103.6,-301.0,115.28,125.67,1
1292.5652,7.4,-102.6,-296.1,114.95,123.56,1
1292.6994,-11.6,-112.4,-295.2,123.18,124.61,1
1292.8323,-25.2,-109.5,-295.2,129.86,128.97,1
1292.9721,-21.0,-109.5,-297.1,128.74,131.39,1
1293.1040,-6.3,-106.5,-302.0,121.85,132.71,1
1293.2377,-2.1,-103.6,-298.1,119.24,130.60,1
1293.3719,1.1,-96.8,-301.0,118.46,128.01,1
1293.5071,-4.2,-107.5,-298.1,119.49,126.23,1
1293.6419,-7.4,-105.6,-296.1,121.86,124.65,1
1293.7753,-20.0,-113.4,-301.0,124.39,125.99,1
1293.9102,-24.2,-111.4,-299.1,126.40,130.07,1
1294.0467,-31.5,-107.5,-293.2,130.19,133.87,1
1294.1812,-14.7,-109.5,-294.2,122.14,136.08,1
1294.3155,-17.9,-109.5,-299.1,124.73,134.81,1
1294.4486,-22.1,-105.6,-298.1,128.46,131.00,1
1294.5824,-24.2,-102.6,-298.1,128.99,127.26,1
1294.7164,18.9,-101.6,-300.0,102.81,127.50,0
1294.8485,13.7,-104.6,-299.1,104.76,129.33,0
1294.9855,4.2,-117.3,-292.2,106.47,131.61,0
1295.1203,-13.7,-114.4,-294.2,116.05,134.15,0
1295.2520,2.1,-107.5,-296.1,107.30,135.57,0
1295.3851,-3.2,-105.6,-297.1,111.54,134.72,0
1295.5187,4.2,-99.7,-299.1,109.34,131.71,0
1295.6510,-2.1,-107.5,-296.1,111.18,127.85,0
1295.7842,27.3,-97.7,-299.1,89.22,126.33,0
1295.9202,39.9,-100.7,-298.1,80.59,125.90,0
1296.0525,37.8,-104.6,-298.1,79.89,126.79,0
1296.1883,14.7,-108.5,-297.1,96.70,128.51,0
1296.3216,30.5,-107.5,-296.1,84.38,128.41,0
1296.4553,26.3,-93.8,-300.0,89.08,126.19,0
1296.5872,26.3,-92.9,-300.0,93.53,122.74,0
1296.7216,7.4,-100.7,-303.0,106.24,118.73,1
1296.8561,50.4,-89.9,-297.1,69.11,118.04,0
1296.9909,32.6,-95.8,-299.1,88.24,120.15,0
1297.1244,21.0,-110.4,-300.0,93.00,124.35,0
1297.2591,2.1,-110.4,-299.1,105.67,127.20,0
1297.3904,20.0,-105.6,-300.0,91.98,129.55,0
1297.5242,13.7,-100.7,-295.2,97.63,129.53,0
1297.6573,12.6,-93.8,-302.0,100.01,128.21,0
1297.7918,-9.5,-103.6,-301.0,115.08,124.64,1
1297.9275,15.8,-103.6,-299.1,97.58,122.35,0
1298.0612,16.8,-110.4,-299.1,95.57,123.15,0
1298.1947,2.1,-117.3,-296.1,103.76,124.91,0
1298.3277,0.0,-113.4,-296.1,103.88,126.43,0
1298.4607,14.7,-102.6,-298.1,91.47,127.74,0
1298.5935,33.6,-96.8,-300.0,75.66,126.88,0
1298.7255,33.6,-95.8,-301.0,75.52,125.87,0
1298.8590,21.0,-101.6,-300.0,83.45,123.00,0
1298.9962,51.5,-92.9,-295.2,58.02,121.34,0
1299.1279,45.2,-98.7,-300.0,65.09,121.53,0
1299.2623,28.4,-105.6,-299.1,80.31,124.03,0
1299.3970,2.1,-108.5,-295.2,97.62,128.36,0
1299.5300,7.4,-104.6,-297.1,89.24,131.35,0
1299.6616,7.4,-98.7,-301.0,85.00,132.96,0
1299.7962,17.9,-95.8,-300.0,77.87,131.91,0
1299.9342,9.5,-94.8,-301.0,84.02,128.86,0
1300.0661,53.6,-92.9,-295.2,48.24,127.31,0
1300.1996,49.4,-97.7,-295.2,54.36,127.39,0
1300.3330,33.6,-107.5,-292.2,70.03,128.19,0
1300.4656,27.3,-110.4,-298.1,68.69,130.64,0
1300.5987,28.4,-104.6,-296.1,64.52,133.19,0
1300.7330,22.1,-93.8,-298.1,63.04,135.13,0
1300.8669,17.9,-99.7,-303.0,69.38,137.42,0
1301.0035,-11.6,-104.6,-301.0,97.85,134.09,1
1301.1383,14.7,-101.6,-295.2,72.10,131.71,0
1301.2719,32.6,-100.7,-298.1,60.47,130.41,0
1301.4040,20.0,-105.6,-299.1,73.55,129.86,0
1301.5396,5.3,-104.6,-294.2,87.58,129.93,0
1301.6726,13.7,-100.7,-303.0,78.01,128.72,0
1301.8050,13.7,-91.9,-300.0,75.21,127.70,0
1301.9424,28.4,-88.9,-301.0,63.24,126.20,0
1302.0774,30.5,-79.2,-303.0,62.00,123.39,0
1302.2095,27.3,-91.9,-303.9,67.77,119.92,0
1302.3428,65.1,-79.2,-296.1,39.59,119.19,0
1302.4764,37.8,-87.0,-303.9,64.72,122.26,0
1302.6091,0.0,-95.8,-301.0,98.68,125.98,0
1302.7426,-17.9,-98.7,-302.0,113.61,127.75,1
1302.8780,-8.4,-95.8,-301.0,105.60,130.10,0
1303.0133,-13.7,-94.8,-304.9,110.70,130.34,0
1303.1470,-20.0,-99.7,-304.9,115.01,128.08,1
1303.2815,-25.2,-102.6,-302.0,118.48,125.64,1
1303.4138,-13.7,-105.6,-301.0,109.42,124.89,0
1303.5472,-7.4,-114.4,-296.1,102.36,125.02,0
1303.6818,-15.8,-114.4,-296.1,106.63,126.97,0
1303.8156,-33.6,-107.5,-298.1,116.42,128.99,1
1303.9525,-23.1,-110.4,-298.1,109.55,130.79,0
1304.0846,-14.7,-104.6,-300.0,104.92,130.72,0
1304.2193,-36.8,-110.4,-295.2,118.91,129.41,1
1304.3521,-47.3,-116.3,-292.2,121.49,125.20,1
1304.4868,-17.9,-117.3,-298.1,105.77,123.23,0
1304.6198,-16.8,-118.3,-296.1,103.13,123.82,0
1304.7524,-28.4,-124.1,-291.3,107.19,125.78,0
1304.8869,-36.8,-118.3,-294.2,113.43,126.82,1
1305.0119,-30.5,-114.4,-294.2,111.32,127.65,0
1305.1434,-32.6,-111.4,-297.1,111.51,127.28,0
1305.2781,-35.7,-107.5,-296.1,115.93,125.47,1
1305.4125,-48.3,-118.3,-291.3,121.26,121.67,1
1305.5470,-33.6,-111.4,-292.2,115.01,120.57,1
1305.6797,-29.4,-114.4,-297.1,110.47,120.36,1
1305.8141,-25.2,-117.3,-292.2,109.99,120.51,1
1305.9510,-46.2,-119.2,-294.2,118.43,122.25,1
1306.0841,-24.2,-110.4,-295.2,104.94,123.49,0
1306.2179,-23.1,-104.6,-299.1,104.41,123.60,0
1306.3522,-14.7,-100.7,-298.1,98.36,124.19,0
1306.4839,-29.4,-101.6,-295.2,115.47,121.58,1
1306.6180,-22.1,-102.6,-299.1,107.52,118.43,1
1306.7524,-17.9,-104.6,-299.1,105.15,117.37,1
1306.8874,-37.8,-113.4,-296.1,115.92,117.97,1
1307.0230,-49.4,-116.3,-296.1,121.85,121.89,1
1307.1576,-48.3,-106.5,-294.2,121.24,124.76,1
1307.2909,-46.2,-104.6,-294.2,121.00,124.66,1
1307.4244,-37.8,-110.4,-299.1,118.81,123.44,1
1307.5584,-55.7,-107.5,-297.1,129.33,122.46,1
1307.6912,-63.0,-110.4,-293.2,131.06,120.83,1
1307.8265,-52.5,-111.4,-295.2,124.74,121.83,1
1307.9652,-46.2,-118.3,-291.3,118.42,123.75,1
1308.0986,-55.7,-120.2,-291.3,122.09,126.58,1
1308.2338,-53.6,-115.3,-292.2,121.52,128.38,1
1308.3680,-45.2,-120.2,-291.3,116.55,127.64,1
1308.5018,-38.9,-116.3,-293.2,114.92,125.40,1
1308.6359,-44.1,-105.6,-295.2,121.51,122.34,1
1308.7706,-33.6,-106.5,-297.1,115.45,117.41,1
1308.9044,-15.8,-100.7,-299.1,103.47,115.20,1
1309.0409,-4.2,-97.7,-300.0,97.95,115.37,0
1309.1745,-28.4,-106.5,-296.1,110.50,117.60,1
1309.3076,-32.6,-112.4,-297.1,109.55,121.54,1
1309.4420,-16.8,-112.4,-299.1,95.83,125.32,0
1309.5763,-17.9,-110.4,-298.1,96.31,126.84,0
1309.7079,-27.3,-101.6,-301.0,105.03,126.66,0
1309.8421,-45.2,-108.5,-292.2,116.10,124.00,1
1309.9795,-18.9,-107.5,-297.1,95.73,123.40,0
1310.1151,-15.8,-108.5,-296.1,94.08,123.80,0
1310.2478,-33.6,-111.4,-294.2,104.41,124.69,0
1310.3808,-43.1,-109.5,-293.2,109.76,126.20,0
1310.5128,-37.8,-100.7,-298.1,112.14,126.02,1
1310.6485,-44.1,-92.9,-300.0,118.54,125.78,1
1310.7827,-36.8,-89.9,-298.1,112.80,125.58,1
1310.9195,-43.1,-102.6,-302.0,121.74,124.27,1
1311.0527,-29.4,-99.7,-299.1,109.41,122.87,1
1311.1895,-23.1,-108.5,-300.0,103.21,123.91,0
1311.3214,-28.4,-113.4,-299.1,105.13,125.56,0
1311.4554,-30.5,-111.4,-294.2,109.56,127.20,0
1311.5886,-41.0,-108.5,-294.2,117.27,127.26,1
1311.7221,-43.1,-108.5,-298.1,117.96,127.47,1
1311.8576,-36.8,-108.5,-294.2,113.81,127.14,1
1311.9952,-29.4,-108.5,-292.2,112.22,125.84,1
1312.1283,-39.9,-112.4,-297.1,117.14,123.10,1
1312.2635,-21.0,-112.4,-292.2,102.87,121.30,0
1312.3966,-12.6,-115.3,-291.3,97.16,120.85,0
1312.5284,-16.8,-123.1,-294.2,97.54,121.53,0
1312.6616,-15.8,-115.3,-294.2,97.70,122.56,0
1312.7966,-16.8,-111.4,-294.2,97.32,123.19,0
1312.9311,-11.6,-107.5,-296.1,90.98,122.98,0
1313.0647,-8.4,-106.5,-299.1,93.43,121.39,0
1313.1985,-33.6,-107.5,-297.1,112.45,117.24,1
1313.3331,-9.5,-110.4,-294.2,94.91,114.76,0
1313.4657,-8.4,-110.4,-298.1,91.53,114.50,0
1313.5989,-3.2,-111.4,-294.2,88.27,115.66,0
1313.7325,-14.7,-107.5,-292.2,94.95,117.13,0
1313.8666,-16.8,-106.5,-296.1,95.56,119.61,0
1314.0029,-15.8,-100.7,-302.0,93.00,120.71,0
1314.1362,-15.8,-98.7,-299.1,94.24,119.84,0
1314.2687,-36.8,-107.5,-297.1,114.88,115.11,1
1314.4026,-16.8,-99.7,-302.0,100.08,111.25,1
1314.5367,3.2,-103.6,-301.0,81.26,110.56,0
1314.6681,1.1,-108.5,-298.1,83.83,111.77,0
1314.8025,-7.4,-105.6,-300.0,84.54,113.61,0
1314.9397,-5.3,-106.5,-300.0,85.09,115.67,0
1315.0716,-23.1,-96.8,-300.0,99.29,116.86,0
1315.2060,-15.8,-98.7,-301.0,87.35,117.03,0
1315.3394,-15.8,-93.8,-303.0,88.68,115.10,0
1315.4736,-10.5,-96.8,-303.0,81.86,113.46,0
1315.6057,2.1,-104.6,-299.1,74.82,112.20,0
1315.7394,-7.4,-112.4,-294.2,85.60,112.91,0
1315.8735,-4.2,-101.6,-303.9,76.11,115.62,0
1316.0080,-6.3,-101.6,-300.0,76.17,117.97,0
1316.1409,-18.9,-96.8,-297.1,85.87,119.00,0
1316.2753,-15.8,-94.8,-300.0,84.92,117.46,0
