t,p_hpa,t_c,isa_alt_m,qnh_offset_m,alt_above_ref_m,accepted
1051.2716,1008.31,23.1,42.40,+32.05,-62.25,1
1051.4054,1008.44,23.2,41.30,+32.05,-63.36,1
1051.5386,1008.31,23.1,42.40,+32.05,-62.25,1
1051.6717,1008.33,23.2,42.24,+32.05,-62.41,1
1051.8052,1008.33,23.2,42.24,+32.05,-62.41,1
1051.9409,1008.31,23.2,42.42,+31.62,-62.66,1
1052.0746,1008.33,23.2,42.24,+31.62,-62.83,1
1052.2082,1008.33,23.2,42.24,+31.62,-62.83,1
1052.3441,1008.44,23.2,41.30,+31.62,-63.78,1
1052.4813,1008.44,23.2,41.30,+31.62,-63.78,1
1052.6151,1008.34,23.2,42.16,+31.62,-62.92,1
1052.7476,1008.38,23.2,41.81,+31.62,-63.26,1
1052.8827,1008.39,23.2,41.73,+31.62,-63.35,1
1053.0212,1008.34,23.2,42.16,+31.13,-63.42,1
1053.1535,1008.32,23.2,42.33,+31.13,-63.24,1
1053.2878,1008.33,23.2,42.24,+31.13,-63.33,1
1053.4221,1008.39,23.2,41.73,+31.13,-63.85,1
1053.5577,1008.30,23.2,42.50,+31.13,-63.07,1
1053.6902,1008.29,23.2,42.59,+31.13,-62.99,1
1053.8255,1008.33,23.2,42.24,+31.13,-63.33,1
1053.9629,1008.36,23.2,41.99,+31.28,-63.44,1
1054.0967,1008.34,23.2,42.16,+31.28,-63.26,1
1054.2315,1008.31,23.2,42.42,+31.28,-63.00,1
1054.3656,1008.27,23.2,42.76,+31.28,-62.66,1
1054.4985,1008.30,23.2,42.50,+31.28,-62.92,1
1054.6327,1008.30,23.2,42.50,+31.28,-62.92,1
1054.7665,1008.26,23.2,42.85,+31.28,-62.57,1
1054.9010,1008.35,23.2,42.07,+31.28,-63.35,1
1055.0370,1008.37,23.2,41.90,+31.26,-63.54,1
1055.1728,1008.44,23.2,41.30,+31.26,-64.15,1
1055.3052,1008.38,23.2,41.81,+31.26,-63.63,1
1055.4397,1008.36,23.2,41.99,+31.26,-63.46,1
1055.5738,1008.46,23.2,41.12,+31.26,-64.32,1
1055.7073,1008.36,23.2,41.99,+31.26,-63.46,1
1055.8423,1008.38,23.2,41.81,+31.26,-63.63,1
1055.9790,1008.38,23.2,41.81,+31.18,-63.71,1
1056.1107,1008.34,23.2,42.16,+31.18,-63.36,1
1056.2452,1008.38,23.2,41.81,+31.18,-63.71,1
1056.3798,1008.38,23.2,41.81,+31.18,-63.71,1
1056.5119,1008.36,23.2,41.99,+31.18,-63.53,1
1056.6460,1008.43,23.2,41.38,+31.18,-64.14,1
1056.7822,1008.45,23.2,41.21,+31.18,-64.31,1
1056.9175,1008.46,23.2,41.12,+31.08,-64.49,1
1057.0504,1008.35,23.2,42.07,+31.08,-63.55,1
1057.1836,1008.35,23.2,42.07,+31.08,-63.55,1
1057.3187,1008.35,23.2,42.07,+31.08,-63.55,1
1057.4504,1008.37,23.2,41.90,+31.08,-63.72,1
1057.5834,1008.34,23.2,42.16,+31.08,-63.46,1
1057.7169,1008.37,23.2,41.90,+31.08,-63.72,1
1057.8505,1008.36,23.1,41.97,+31.08,-63.65,1
1057.9853,1008.33,23.1,42.23,+30.94,-63.53,1
1058.1183,1008.29,23.1,42.57,+30.94,-63.18,1
1058.2503,1008.32,23.1,42.32,+30.94,-63.44,1
1058.3847,1008.36,23.1,41.97,+30.94,-63.79,1
1058.5180,1008.32,23.1,42.32,+30.94,-63.44,1
1058.6511,1008.31,23.1,42.40,+30.94,-63.36,1
1058.7833,1008.32,23.1,42.32,+30.94,-63.44,1
1058.9212,1008.27,23.1,42.75,+30.86,-63.10,1
1059.0548,1008.35,23.1,42.06,+30.86,-63.79,1
1059.1870,1008.35,23.1,42.06,+30.86,-63.79,1
1059.3202,1008.35,23.1,42.06,+30.86,-63.79,1
1059.4544,1008.33,23.1,42.23,+30.86,-63.61,1
1059.5857,1008.34,23.1,42.14,+30.86,-63.70,1
1059.7192,1008.31,23.1,42.40,+30.86,-63.44,1
1059.8534,1008.31,23.1,42.40,+30.86,-63.44,1
1059.9894,1008.31,23.1,42.40,+30.78,-63.52,1
1060.1199,1008.30,23.1,42.49,+30.78,-63.44,1
1060.2527,1008.31,23.1,42.40,+30.78,-63.52,1
1060.3874,1008.31,23.1,42.40,+30.78,-63.52,1
1060.5201,1008.36,23.1,41.97,+30.78,-63.95,1
1060.6535,1008.30,23.1,42.49,+30.78,-63.44,1
1060.7869,1008.26,23.1,42.83,+30.78,-63.09,1
1060.9217,1008.22,23.0,43.16,+30.69,-62.85,1
1061.0554,1008.31,23.1,42.40,+30.69,-63.61,1
1061.1886,1008.26,23.0,42.82,+30.69,-63.19,1
1061.3199,1008.23,23.0,43.08,+30.69,-62.93,1
1061.4534,1008.26,23.0,42.82,+30.69,-63.19,1
1061.5887,1008.22,23.0,43.16,+30.69,-62.85,1
1061.7200,1008.30,23.0,42.47,+30.69,-63.53,1
1061.8515,1008.29,23.0,42.56,+30.69,-63.45,1
1061.9878,1008.22,23.0,43.16,+30.64,-62.90,1
1062.1225,1008.29,23.0,42.56,+30.64,-63.50,1
1062.2542,1008.26,23.0,42.82,+30.64,-63.24,1
1062.3876,1008.27,23.0,42.73,+30.64,-63.33,1
1062.5186,1008.27,23.0,42.73,+30.64,-63.33,1
1062.6527,1008.29,23.0,42.56,+30.64,-63.50,1
1062.7847,1008.30,23.1,42.49,+30.64,-63.57,1
1062.9212,1008.31,23.1,42.40,+30.58,-63.71,1
1063.0553,1008.27,23.1,42.75,+30.58,-63.37,1
1063.1885,1008.22,23.1,43.18,+30.58,-62.94,1
1063.3219,1008.34,23.1,42.14,+30.58,-63.97,1
1063.4555,1008.16,23.1,43.69,+30.58,-62.42,1
1063.5868,1008.30,23.1,42.49,+30.58,-63.63,1
1063.7212,1008.26,23.1,42.83,+30.58,-63.28,1
1063.8563,1008.27,23.1,42.75,+30.58,-63.37,1
1063.9913,1008.25,23.1,42.92,+30.56,-63.23,1
1064.1233,1008.26,23.1,42.83,+30.56,-63.31,1
1064.2580,1008.30,23.1,42.49,+30.56,-63.66,1
1064.3912,1008.33,23.1,42.23,+30.56,-63.91,1
1064.5228,1008.36,23.1,41.97,+30.56,-64.17,1
1064.6559,1008.27,23.1,42.75,+30.56,-63.40,1
1064.7912,1008.29,23.1,42.57,+30.56,-63.57,1
1064.9260,1008.26,23.1,42.83,+30.57,-63.30,1
1065.0594,1008.26,23.1,42.83,+30.57,-63.30,1
1065.1932,1008.30,23.2,42.50,+30.57,-63.63,1
1065.3266,1008.24,23.1,43.00,+30.57,-63.13,1
1065.4610,1008.33,23.2,42.24,+30.57,-63.89,1
1065.5925,1008.30,23.2,42.50,+30.57,-63.63,1
1065.7239,1008.27,23.2,42.76,+30.57,-63.37,1
1065.8594,1008.29,23.2,42.59,+30.57,-63.54,1
1065.9958,1008.36,23.2,41.99,+30.59,-64.13,1
1066.1275,1008.32,23.2,42.33,+30.59,-63.78,1
1066.2613,1008.43,23.2,41.38,+30.59,-64.73,1
1066.3959,1008.29,23.2,42.59,+30.59,-63.52,1
1066.5269,1008.32,23.2,42.33,+30.59,-63.78,1
1066.6580,1008.29,23.2,42.59,+30.59,-63.52,1
1066.7921,1008.26,23.2,42.85,+30.59,-63.27,1
1066.9297,1008.27,23.2,42.76,+30.61,-63.33,1
1067.0615,1008.24,23.2,43.02,+30.61,-63.07,1
1067.1954,1008.24,23.2,43.02,+30.61,-63.07,1
1067.3299,1008.24,23.2,43.02,+30.61,-63.07,1
1067.4622,1008.26,23.2,42.85,+30.61,-63.24,1
1067.6004,1008.28,23.2,42.67,+30.61,-63.42,1
1067.7317,1008.25,23.2,42.93,+30.61,-63.16,1
1067.8651,1008.28,23.2,42.67,+30.61,-63.42,1
1067.9994,1008.28,23.2,42.67,+30.61,-63.42,1
1068.1332,1008.28,23.2,42.67,+30.61,-63.42,1
1068.2668,1008.25,23.2,42.93,+30.61,-63.16,1
1068.3983,1008.27,23.2,42.76,+30.61,-63.33,1
1068.5318,1008.24,23.2,43.02,+30.61,-63.07,1
1068.6646,1008.24,23.2,43.02,+30.61,-63.07,1
1068.7970,1008.31,23.2,42.42,+30.61,-63.67,1
1068.9324,1008.37,23.2,41.90,+30.61,-64.19,1
1069.0678,1008.30,23.2,42.50,+30.61,-63.59,1
1069.1998,1008.28,23.2,42.67,+30.61,-63.42,1
1069.3330,1008.29,23.2,42.59,+30.61,-63.50,1
1069.4666,1008.23,23.2,43.10,+30.61,-62.99,1
1069.5991,1008.25,23.2,42.93,+30.61,-63.16,1
1069.7322,1008.33,23.2,42.24,+30.61,-63.85,1
1069.8662,1008.31,23.2,42.42,+30.61,-63.67,1
1070.0003,1008.29,23.2,42.59,+30.60,-63.51,1
1070.1407,1008.30,23.2,42.50,+30.60,-63.59,1
1070.2733,1008.33,23.2,42.24,+30.60,-63.85,1
1070.4064,1008.32,23.2,42.33,+30.60,-63.77,1
1070.5385,1008.25,23.2,42.93,+30.60,-63.16,1
1070.6743,1008.26,23.2,42.85,+30.60,-63.25,1
1070.8092,1008.30,23.2,42.50,+30.60,-63.59,1
1070.9446,1008.35,23.2,42.07,+30.65,-63.98,1
1071.0793,1008.33,23.2,42.24,+30.65,-63.81,1
1071.2153,1008.28,23.2,42.67,+30.65,-63.37,1
1071.3479,1008.31,23.2,42.42,+30.65,-63.63,1
1071.4825,1008.33,23.2,42.24,+30.65,-63.81,1
1071.6156,1008.30,23.2,42.50,+30.65,-63.55,1
1071.7485,1008.29,23.2,42.59,+30.65,-63.46,1
1071.8824,1008.32,23.2,42.33,+30.65,-63.72,1
1072.0185,1008.34,23.2,42.16,+30.71,-63.83,1
1072.1515,1008.34,23.2,42.16,+30.71,-63.83,1
1072.2859,1008.26,23.2,42.85,+30.71,-63.14,1
1072.4196,1008.36,23.2,41.99,+30.71,-64.00,1
1072.5545,1008.29,23.2,42.59,+30.71,-63.40,1
1072.6876,1008.30,23.2,42.50,+30.71,-63.49,1
1072.8226,1008.31,23.2,42.42,+30.71,-63.57,1
1072.9583,1008.31,23.2,42.42,+30.85,-63.44,1
1073.0918,1008.33,23.2,42.24,+30.85,-63.61,1
1073.2258,1008.29,23.2,42.59,+30.85,-63.26,1
1073.3588,1008.25,23.2,42.93,+30.85,-62.92,1
1073.4930,1008.43,23.2,41.38,+30.85,-64.47,1
1073.6265,1008.29,23.2,42.59,+30.85,-63.26,1
1073.7583,1008.35,23.2,42.07,+30.85,-63.78,1
1073.8925,1008.44,23.2,41.30,+30.85,-64.55,1
1074.0278,1008.28,23.2,42.67,+31.07,-62.96,1
1074.1591,1008.34,23.2,42.16,+31.07,-63.47,1
1074.2928,1008.36,23.2,41.99,+31.07,-63.65,1
1074.4273,1008.35,23.2,42.07,+31.07,-63.56,1
1074.5604,1008.34,23.2,42.16,+31.07,-63.47,1
1074.6919,1008.37,23.2,41.90,+31.07,-63.73,1
1074.8258,1008.36,23.2,41.99,+31.07,-63.65,1
1074.9636,1008.34,23.2,42.16,+31.30,-63.24,1
1075.0954,1008.31,23.2,42.42,+31.30,-62.99,1
1075.2294,1008.30,23.3,42.52,+31.30,-62.88,1
1075.3629,1008.29,23.3,42.60,+31.30,-62.80,1
1075.4965,1008.27,23.2,42.76,+31.30,-62.64,1
1075.6307,1008.28,23.3,42.69,+31.30,-62.71,1
1075.7649,1008.32,23.3,42.34,+31.30,-63.06,1
1075.8969,1008.32,23.3,42.34,+31.30,-63.06,1
1076.0334,1008.28,23.3,42.69,+31.53,-62.49,1
1076.1664,1008.37,23.3,41.91,+31.53,-63.26,1
1076.2978,1008.30,23.3,42.52,+31.53,-62.66,1
1076.4313,1008.27,23.3,42.77,+31.53,-62.40,1
1076.5656,1008.36,23.3,42.00,+31.53,-63.17,1
1076.6999,1008.37,23.3,41.91,+31.53,-63.26,1
1076.8321,1008.33,23.3,42.26,+31.53,-62.92,1
1076.9672,1008.38,23.3,41.83,+31.76,-63.11,1
1077.1023,1008.35,23.3,42.09,+31.76,-62.85,1
1077.2343,1008.43,23.3,41.40,+31.76,-63.54,1
1077.3676,1008.39,23.3,41.74,+31.76,-63.20,1
1077.5015,1008.43,23.3,41.40,+31.76,-63.54,1
1077.6341,1008.36,23.3,42.00,+31.76,-62.94,1
1077.7675,1008.38,23.3,41.83,+31.76,-63.11,1
1077.9012,1008.44,23.3,41.31,+31.76,-63.63,1
1078.0376,1008.43,23.3,41.40,+32.03,-63.27,1
1078.1705,1008.34,23.3,42.17,+32.03,-62.49,1
1078.3037,1008.34,23.3,42.17,+32.03,-62.49,1
1078.4373,1008.36,23.3,42.00,+32.03,-62.67,1
1078.5700,1008.36,23.3,42.00,+32.03,-62.67,1
1078.7040,1008.48,23.3,40.97,+32.03,-63.70,1
1078.8383,1008.33,23.3,42.26,+32.03,-62.41,1
1078.9752,1008.36,23.3,42.00,+32.34,-62.36,1
1079.1098,1008.31,23.3,42.43,+32.34,-61.93,1
1079.2470,1008.39,23.3,41.74,+32.34,-62.62,1
1079.3795,1008.33,23.3,42.26,+32.34,-62.11,1
1079.5125,1008.44,23.3,41.31,+32.34,-63.05,1
1079.6497,1008.39,23.3,41.74,+32.34,-62.62,1
1079.7825,1008.38,23.3,41.83,+32.34,-62.54,1
1079.9178,1008.37,23.3,41.91,+32.34,-62.45,1
1080.0541,1008.39,23.3,41.74,+32.64,-62.32,1
1080.1865,1008.37,23.3,41.91,+32.64,-62.15,1
1080.3199,1008.38,23.3,41.83,+32.64,-62.23,1
1080.4526,1008.44,23.3,41.31,+32.64,-62.75,1
1080.5839,1008.44,23.3,41.31,+32.64,-62.75,1
1080.7174,1008.44,23.3,41.31,+32.64,-62.75,1
1080.8523,1008.44,23.3,41.31,+32.64,-62.75,1
1080.9871,1008.37,23.3,41.91,+33.05,-61.74,1
1081.1215,1008.38,23.3,41.83,+33.05,-61.82,1
1081.2553,1008.43,23.3,41.40,+33.05,-62.25,1
1081.3917,1008.37,23.3,41.91,+33.05,-61.74,1
1081.5241,1008.33,23.3,42.26,+33.05,-61.39,1
1081.6579,1008.35,23.2,42.07,+33.05,-61.58,1
1081.7921,1008.35,23.3,42.09,+33.05,-61.56,1
1081.9287,1008.31,23.2,42.42,+33.49,-60.79,1
1082.0620,1008.34,23.2,42.16,+33.49,-61.05,1
1082.1962,1008.37,23.3,41.91,+33.49,-61.29,1
1082.3288,1008.33,23.3,42.26,+33.49,-60.95,1
1082.4639,1008.36,23.3,42.00,+33.49,-61.21,1
1082.5975,1008.36,23.3,42.00,+33.49,-61.21,1
1082.7301,1008.36,23.3,42.00,+33.49,-61.21,1
1082.8639,1008.44,23.3,41.31,+33.49,-61.90,1
1083.0009,1008.37,23.3,41.91,+33.93,-60.86,1
1083.1322,1008.44,23.3,41.31,+33.93,-61.46,1
1083.2666,1008.45,23.3,41.22,+33.93,-61.55,1
1083.4005,1008.43,23.3,41.40,+33.93,-61.38,1
1083.5361,1008.45,23.3,41.22,+33.93,-61.55,1
1083.6675,1008.44,23.3,41.31,+33.93,-61.46,1
1083.8009,1008.48,23.3,40.97,+33.93,-61.81,1
1083.9377,1008.46,23.3,41.14,+34.39,-61.17,1
1084.0707,1008.49,23.3,40.88,+34.39,-61.43,1
1084.2041,1008.47,23.3,41.05,+34.39,-61.26,1
1084.3371,1008.44,23.3,41.31,+34.39,-61.00,1
1084.4705,1008.44,23.3,41.31,+34.39,-61.00,1
1084.6033,1008.44,23.3,41.31,+34.39,-61.00,1
1084.7363,1008.48,23.3,40.97,+34.39,-61.34,1
1084.8704,1008.50,23.3,40.79,+34.39,-61.52,1
1085.0061,1008.46,23.3,41.14,+34.91,-60.65,1
1085.1407,1008.46,23.3,41.14,+34.91,-60.65,1
1085.2740,1008.39,23.4,41.76,+34.91,-60.04,1
1085.4053,1008.46,23.3,41.14,+34.91,-60.65,1
1085.5389,1008.39,23.3,41.74,+34.91,-60.05,1
1085.6744,1008.48,23.4,40.98,+34.91,-60.81,1
1085.8068,1008.48,23.4,40.98,+34.91,-60.81,1
1085.9432,1008.47,23.4,41.07,+35.43,-60.20,1
1086.0770,1008.47,23.4,41.07,+35.43,-60.20,1
1086.2105,1008.50,23.4,40.81,+35.43,-60.46,1
1086.3448,1008.50,23.4,40.81,+35.43,-60.46,1
1086.4784,1008.53,23.4,40.55,+35.43,-60.72,1
1086.6126,1008.53,23.4,40.55,+35.43,-60.72,1
1086.7464,1008.47,23.4,41.07,+35.43,-60.20,1
1086.8814,1008.52,23.4,40.64,+35.43,-60.63,1
1087.0195,1008.52,23.4,40.64,+35.93,-60.13,1
1087.1520,1008.47,23.4,41.07,+35.93,-59.70,1
1087.2868,1008.51,23.4,40.72,+35.93,-60.05,1
1087.4211,1008.44,23.4,41.32,+35.93,-59.44,1
1087.5538,1008.46,23.4,41.15,+35.93,-59.62,1
1087.6886,1008.45,23.4,41.24,+35.93,-59.53,1
1087.8237,1008.50,23.4,40.81,+35.93,-59.96,1
1087.9581,1008.48,23.4,40.98,+36.47,-59.25,1
1088.0927,1008.48,23.4,40.98,+36.47,-59.25,1
1088.2281,1008.43,23.4,41.41,+36.47,-58.82,1
1088.3615,1008.54,23.4,40.46,+36.47,-59.77,1
1088.4950,1008.45,23.4,41.24,+36.47,-58.99,1
1088.6282,1008.44,23.4,41.32,+36.47,-58.91,1
1088.7619,1008.46,23.4,41.15,+36.47,-59.08,1
1088.8951,1008.50,23.4,40.81,+36.47,-59.42,1
1089.0313,1008.44,23.4,41.32,+36.99,-58.39,1
1089.1659,1008.49,23.4,40.89,+36.99,-58.82,1
1089.2992,1008.43,23.4,41.41,+36.99,-58.30,1
1089.4333,1008.44,23.4,41.32,+36.99,-58.39,1
1089.5672,1008.45,23.4,41.24,+36.99,-58.47,1
1089.7002,1008.45,23.4,41.24,+36.99,-58.47,1
1089.8330,1008.48,23.4,40.98,+36.99,-58.73,1
1089.9708,1008.46,23.4,41.15,+37.53,-58.01,1
1090.1024,1008.48,23.4,40.98,+37.53,-58.19,1
1090.2378,1008.46,23.4,41.15,+37.53,-58.01,1
1090.3721,1008.48,23.4,40.98,+37.53,-58.19,1
1090.5046,1008.46,23.4,41.15,+37.53,-58.01,1
1090.6378,1008.51,23.4,40.72,+37.53,-58.44,1
1090.7712,1008.47,23.4,41.07,+37.53,-58.10,1
1090.9031,1008.45,23.4,41.24,+37.53,-57.93,1
1091.0408,1008.48,23.4,40.98,+38.12,-57.60,1
1091.1740,1008.46,23.4,41.15,+38.12,-57.43,1
1091.3054,1008.45,23.4,41.24,+38.12,-57.34,1
1091.4395,1008.48,23.4,40.98,+38.12,-57.60,1
1091.5740,1008.43,23.4,41.41,+38.12,-57.17,1
1091.7073,1008.44,23.4,41.32,+38.12,-57.26,1
1091.8394,1008.44,23.4,41.32,+38.12,-57.26,1
1091.9767,1008.49,23.4,40.89,+38.65,-57.16,1
1092.1121,1008.45,23.4,41.24,+38.65,-56.81,1
1092.2449,1008.44,23.4,41.32,+38.65,-56.73,1
1092.3794,1008.49,23.4,40.89,+38.65,-57.16,1
1092.5139,1008.45,23.4,41.24,+38.65,-56.81,1
1092.6475,1008.49,23.4,40.89,+38.65,-57.16,1
1092.7819,1008.47,23.4,41.07,+38.65,-56.98,1
1092.9207,1008.48,23.4,40.98,+39.14,-56.58,1
1093.0536,1008.45,23.4,41.24,+39.14,-56.33,1
1093.1900,1008.37,23.3,41.91,+39.14,-55.65,1
1093.3244,1008.50,23.4,40.81,+39.14,-56.76,1
1093.4574,1008.52,23.4,40.64,+39.14,-56.93,1
1093.5906,1008.48,23.3,40.97,+39.14,-56.60,1
1093.7259,1008.45,23.4,41.24,+39.14,-56.33,1
1093.8578,1008.54,23.4,40.46,+39.14,-57.10,1
1093.9954,1008.49,23.4,40.89,+39.63,-56.17,1
1094.1290,1008.45,23.3,41.22,+39.63,-55.84,1
1094.2626,1008.46,23.3,41.14,+39.63,-55.93,1
1094.3957,1008.49,23.3,40.88,+39.63,-56.19,1
1094.5291,1008.51,23.3,40.71,+39.63,-56.36,1
1094.6622,1008.47,23.3,41.05,+39.63,-56.01,1
1094.7967,1008.38,23.3,41.83,+39.63,-55.24,1
1094.9350,1008.39,23.3,41.74,+40.09,-54.87,1
1095.0685,1008.49,23.3,40.88,+40.09,-55.73,1
1095.2006,1008.49,23.3,40.88,+40.09,-55.73,1
1095.3352,1008.48,23.3,40.97,+40.09,-55.65,1
1095.4693,1008.34,23.3,42.17,+40.09,-54.44,1
1095.6015,1008.46,23.3,41.14,+40.09,-55.47,1
1095.7360,1008.53,23.3,40.54,+40.09,-56.08,1
1095.8719,1008.49,23.3,40.88,+40.09,-55.73,1
1096.0074,1008.52,23.3,40.62,+40.61,-55.46,1
1096.1406,1008.48,23.3,40.97,+40.61,-55.12,1
1096.2753,1008.44,23.3,41.31,+40.61,-54.78,1
1096.4107,1008.44,23.3,41.31,+40.61,-54.78,1
1096.5432,1008.44,23.3,41.31,+40.61,-54.78,1
1096.6778,1008.46,23.3,41.14,+40.61,-54.95,1
1096.8117,1008.43,23.3,41.40,+40.61,-54.69,1
1096.9481,1008.43,23.3,41.40,+41.15,-54.15,1
1097.0817,1008.46,23.3,41.14,+41.15,-54.41,1
1097.2157,1008.46,23.3,41.14,+41.15,-54.41,1
1097.3475,1008.39,23.3,41.74,+41.15,-53.81,1
1097.4816,1008.45,23.3,41.22,+41.15,-54.33,1
1097.6153,1008.44,23.3,41.31,+41.15,-54.24,1
1097.7479,1008.38,23.4,41.84,+41.15,-53.71,1
1097.8830,1008.36,23.4,42.01,+41.15,-53.54,1
1098.0084,1008.45,23.4,41.24,+41.65,-53.81,1
1098.1407,1008.46,23.4,41.15,+41.65,-53.90,1
1098.2737,1008.44,23.4,41.32,+41.65,-53.72,1
1098.4079,1008.43,23.4,41.41,+41.65,-53.64,1
1098.5437,1008.36,23.4,42.01,+41.65,-53.03,1
1098.6763,1008.44,23.4,41.32,+41.65,-53.72,1
1098.8111,1008.38,23.4,41.84,+41.65,-53.21,1
1098.9474,1008.38,23.4,41.84,+41.65,-53.21,1
1099.0802,1008.38,23.4,41.84,+41.65,-53.21,1
1099.2149,1008.44,23.4,41.32,+41.65,-53.72,1
1099.3480,1008.39,23.4,41.76,+41.65,-53.29,1
1099.4808,1008.33,23.4,42.27,+41.65,-52.78,1
1099.6163,1008.37,23.4,41.93,+41.65,-53.12,1
1099.7510,1008.44,23.4,41.32,+41.65,-53.72,1
1099.8843,1008.36,23.4,42.01,+41.65,-53.03,1
1100.0207,1008.37,23.4,41.93,+41.65,-53.12,1
1100.1563,1008.47,23.4,41.07,+41.65,-53.98,1
1100.2892,1008.49,23.4,40.89,+41.65,-54.15,1
1100.4237,1008.36,23.4,42.01,+41.65,-53.03,1
1100.5579,1008.44,23.4,41.32,+41.65,-53.72,1
1100.6913,1008.43,23.4,41.41,+41.65,-53.64,1
1100.8266,1008.37,23.4,41.93,+41.65,-53.12,1
1100.9635,1008.38,23.4,41.84,+41.65,-53.21,1
1101.0972,1008.44,23.4,41.32,+41.65,-53.72,1
1101.2335,1008.44,23.4,41.32,+41.65,-53.72,1
1101.3677,1008.46,23.4,41.15,+41.65,-53.90,1
1101.5003,1008.39,23.4,41.76,+41.65,-53.29,1
1101.6347,1008.36,23.4,42.01,+41.65,-53.03,1
1101.7705,1008.38,23.4,41.84,+41.65,-53.21,1
1101.9028,1008.49,23.4,40.89,+41.65,-54.15,1
1102.0377,1008.30,23.4,42.53,+41.65,-52.52,1
1102.1716,1008.36,23.4,42.01,+41.65,-53.03,1
1102.3054,1008.44,23.4,41.32,+41.65,-53.72,1
1102.4397,1008.48,23.4,40.98,+41.65,-54.07,1
1102.5739,1008.44,23.4,41.32,+41.65,-53.72,1
1102.7066,1008.44,23.4,41.32,+41.65,-53.72,1
1102.8425,1008.39,23.4,41.76,+41.65,-53.29,1
1102.9785,1008.38,23.4,41.84,+41.65,-53.21,1
1103.1114,1008.36,23.4,42.01,+41.65,-53.03,1
1103.2454,1008.43,23.4,41.41,+41.65,-53.64,1
1103.3798,1008.39,23.4,41.76,+41.65,-53.29,1
1103.5140,1008.37,23.5,41.94,+41.65,-53.11,1
1103.6497,1008.43,23.4,41.41,+41.65,-53.64,1
1103.7833,1008.37,23.4,41.93,+41.65,-53.12,1
1103.9238,1008.46,23.5,41.17,+42.26,-53.28,1
1104.0551,1008.48,23.4,40.98,+42.26,-53.46,1
1104.1901,1008.50,23.4,40.81,+42.26,-53.64,1
1104.3236,1008.43,23.4,41.41,+42.26,-53.03,1
1104.4562,1008.45,23.4,41.24,+42.26,-53.21,1
1104.5894,1008.45,23.4,41.24,+42.26,-53.21,1
1104.7230,1008.45,23.4,41.24,+42.26,-53.21,1
1104.8554,1008.46,23.4,41.15,+42.26,-53.29,1
1104.9936,1008.38,23.4,41.84,+42.86,-52.00,1
1105.1277,1008.38,23.4,41.84,+42.86,-52.00,1
1105.2604,1008.46,23.4,41.15,+42.86,-52.69,1
1105.3935,1008.43,23.4,41.41,+42.86,-52.43,1
1105.5282,1008.38,23.4,41.84,+42.86,-52.00,1
1105.6604,1008.35,23.4,42.10,+42.86,-51.74,1
1105.7955,1008.39,23.4,41.76,+42.86,-52.08,1
1105.9331,1008.43,23.4,41.41,+43.43,-51.86,1
1106.0671,1008.39,23.4,41.76,+43.43,-51.51,1
1106.2005,1008.43,23.4,41.41,+43.43,-51.86,1
1106.3337,1008.45,23.4,41.24,+43.43,-52.03,1
1106.4653,1008.35,23.4,42.10,+43.43,-51.17,1
1106.5996,1008.45,23.4,41.24,+43.43,-52.03,1
1106.7328,1008.37,23.4,41.93,+43.43,-51.34,1
1106.8664,1008.45,23.4,41.24,+43.43,-52.03,1
1107.0018,1008.44,23.4,41.32,+44.01,-51.37,1
1107.1354,1008.36,23.4,42.01,+44.01,-50.68,1
1107.2697,1008.46,23.4,41.15,+44.01,-51.54,1
1107.4024,1008.43,23.4,41.41,+44.01,-51.28,1
1107.5368,1008.43,23.4,41.41,+44.01,-51.28,1
1107.6712,1008.53,23.5,40.56,+44.01,-52.13,1
1107.8044,1008.50,23.5,40.82,+44.01,-51.87,1
1107.9431,1008.44,23.4,41.32,+44.58,-50.79,1
1108.0755,1008.47,23.5,41.08,+44.58,-51.04,1
1108.2088,1008.50,23.5,40.82,+44.58,-51.30,1
1108.3433,1008.46,23.5,41.17,+44.58,-50.95,1
1108.4777,1008.53,23.5,40.56,+44.58,-51.55,1
1108.6101,1008.48,23.5,40.99,+44.58,-51.12,1
1108.7447,1008.53,23.5,40.56,+44.58,-51.55,1
1108.8789,1008.47,23.5,41.08,+44.58,-51.04,1
1109.0134,1008.48,23.5,40.99,+45.14,-50.57,1
1109.1463,1008.51,23.5,40.73,+45.14,-50.83,1
1109.2808,1008.49,23.5,40.91,+45.14,-50.66,1
1109.4148,1008.47,23.5,41.08,+45.14,-50.48,1
1109.5473,1008.55,23.5,40.39,+45.14,-51.17,1
1109.6819,1008.57,23.5,40.22,+45.14,-51.35,1
1109.8180,1008.50,23.5,40.82,+45.14,-50.74,1
1109.9534,1008.51,23.5,40.73,+45.68,-50.29,1
1110.0870,1008.54,23.5,40.48,+45.68,-50.55,1
1110.2208,1008.48,23.5,40.99,+45.68,-50.03,1
1110.3552,1008.48,23.5,40.99,+45.68,-50.03,1
1110.4884,1008.48,23.5,40.99,+45.68,-50.03,1
1110.6216,1008.47,23.5,41.08,+45.68,-49.94,1
1110.7544,1008.51,23.5,40.73,+45.68,-50.29,1
1110.8913,1008.54,23.5,40.48,+45.68,-50.55,1
1111.0285,1008.53,23.5,40.56,+46.22,-49.92,1
1111.1614,1008.52,23.5,40.65,+46.22,-49.83,1
1111.2962,1008.44,23.5,41.34,+46.22,-49.14,1
1111.4316,1008.51,23.5,40.73,+46.22,-49.74,1
