t,lat_deg,lon_deg,alt_m,vN,vE,hdop,accepted,course_deg,yaw_std_deg,yaw_accepted
1306.9050,52.0483658,-0.7447775,90.60,0.375,1.154,1.25,1,72.0,4.71,0
1307.9013,52.0483718,-0.7447548,90.80,0.363,1.193,1.25,1,73.1,4.58,0
1308.9044,52.0483788,-0.7447348,90.70,0.352,1.108,1.25,1,72.4,4.91,0
1309.9015,52.0483877,-0.7447092,90.90,0.415,1.262,1.25,1,71.8,4.31,0
1310.8682,52.0483922,-0.7446882,90.90,0.365,1.204,1.25,1,73.2,4.54,0
1311.9032,52.0483977,-0.7446663,90.90,0.361,1.235,1.25,1,73.7,4.44,0
1312.8811,52.0484020,-0.7446473,90.90,0.353,1.183,1.25,1,73.4,4.63,0
1313.8972,52.0484067,-0.7446277,90.90,0.349,1.139,1.25,1,73.0,4.80,0
1314.8902,52.0484150,-0.7446093,90.70,0.386,1.038,1.25,1,69.6,5.16,0
1315.9043,52.0484225,-0.7445872,90.80,0.417,1.166,1.25,1,70.3,4.62,0
1316.8938,52.0484330,-0.7445610,90.90,0.518,1.337,1.25,1,68.8,3.99,0
1317.9123,52.0484402,-0.7445397,90.90,0.546,1.294,1.25,1,67.1,4.07,0
1318.9069,52.0484483,-0.7445182,91.00,0.655,1.312,1.25,1,63.5,3.90,0
1319.9054,52.0484537,-0.7445025,90.70,0.648,1.115,1.25,1,59.8,4.43,0
1320.9032,52.0484590,-0.7444843,90.80,0.623,1.123,1.25,1,61.0,4.45,0
1321.9008,52.0484585,-0.7444657,90.80,0.459,1.213,1.25,0,69.3,4.41,0
1322.8952,52.0484632,-0.7444443,90.70,0.386,1.291,1.25,1,73.3,4.24,0
1323.9074,52.0484660,-0.7444198,90.50,0.335,1.482,1.25,1,77.2,3.77,0
1324.9065,52.0484677,-0.7444023,90.30,0.271,1.311,1.25,1,78.3,4.27,0
1325.8705,52.0484687,-0.7443797,90.10,0.195,1.454,1.25,1,82.4,3.90,0
1326.8981,52.0484690,-0.7443578,89.90,0.109,1.485,1.25,1,85.8,3.84,0
1327.8757,52.0484757,-0.7443382,89.90,0.188,1.341,1.25,0,82.0,4.22,0
1328.9046,52.0484772,-0.7443197,89.90,0.188,1.341,1.25,1,82.0,4.22,0
1329.8879,52.0484838,-0.7443033,89.70,0.188,1.341,1.25,1,82.0,4.22,0
1330.8941,52.0484953,-0.7442758,89.90,0.442,1.552,1.25,1,74.1,3.55,0
1331.8978,52.0484955,-0.7442578,89.70,0.377,1.366,1.25,1,74.6,4.04,0
1332.9002,52.0484997,-0.7442330,89.60,0.400,1.496,1.25,1,75.0,3.69,0
1333.8968,52.0485037,-0.7442087,89.60,0.395,1.510,1.25,1,75.3,3.67,0
1334.8973,52.0485092,-0.7441862,89.70,0.439,1.449,1.25,1,73.2,3.78,0
1335.8975,52.0485148,-0.7441615,89.80,0.495,1.528,1.80,1,72.1,3.56,0
1336.8659,52.0485210,-0.7441337,90.00,0.531,1.627,1.80,1,71.9,3.34,0
1337.9008,52.0485248,-0.7441007,90.40,0.495,1.854,1.80,1,75.0,3.00,0
1338.8813,52.0485313,-0.7440720,90.40,0.499,1.814,1.25,1,74.6,3.04,0
1339.9025,52.0485318,-0.7440535,90.40,0.419,1.545,1.25,1,74.8,3.57,0
1340.8994,52.0485322,-0.7440388,90.40,0.331,1.310,1.25,1,75.8,4.23,0
1341.8901,52.0485347,-0.7440080,91.20,0.299,1.607,1.25,1,79.5,3.50,0
1342.8925,52.0485375,-0.7439805,91.50,0.280,1.691,1.31,1,80.6,3.34,0
1343.8618,52.0485427,-0.7439563,91.40,0.357,1.625,1.31,1,77.6,3.44,0
1344.8980,52.0485417,-0.7439367,91.30,0.300,1.555,1.31,1,79.1,3.61,0
1345.8778,52.0485462,-0.7439030,91.50,0.318,1.703,1.25,1,79.4,3.30,0
1346.8972,52.0485495,-0.7438792,91.50,0.338,1.673,1.31,1,78.6,3.35,0
1347.8940,52.0485507,-0.7438512,91.80,0.316,1.670,1.25,1,79.3,3.37,0
1348.9017,52.0485467,-0.7438383,91.90,0.219,1.293,1.25,1,80.4,4.36,0
1349.8986,52.0485430,-0.7438150,92.00,0.108,1.389,1.25,1,85.6,4.11,0
1350.8977,52.0485423,-0.7437952,92.10,0.057,1.314,1.25,1,87.5,4.35,0
1351.9046,52.0485402,-0.7437682,92.10,-0.022,1.527,1.25,1,90.8,3.75,0
1352.8999,52.0485355,-0.7437550,91.90,-0.073,1.377,1.25,1,93.0,4.15,0
1353.9034,52.0485380,-0.7437452,91.20,-0.073,1.377,1.25,1,93.0,4.15,0
1354.9009,52.0485362,-0.7437327,90.70,-0.073,1.377,1.25,1,93.0,4.15,0
1355.9077,52.0485327,-0.7437217,90.10,-0.073,1.377,1.25,1,93.0,4.15,0
1356.9052,52.0485338,-0.7437120,89.30,-0.073,1.377,1.25,1,93.0,4.15,0
1357.9058,52.0485307,-0.7437002,88.90,-0.073,1.377,1.25,1,93.0,4.15,0
1358.8733,52.0485245,-0.7436867,88.80,-0.073,1.377,1.25,1,93.0,4.15,0
1359.9032,52.0485237,-0.7436730,88.30,-0.073,1.377,1.25,1,93.0,4.15,0
1360.8837,52.0485215,-0.7436645,88.00,-0.073,1.377,1.25,1,93.0,4.15,0
1361.9034,52.0485212,-0.7436490,87.50,-0.073,1.377,1.25,1,93.0,4.15,0
1362.8999,52.0485135,-0.7436385,87.40,-0.173,1.164,0.97,1,98.5,4.86,0
1363.9093,52.0485075,-0.7436258,87.20,-0.220,1.174,0.97,1,100.6,4.79,0
1364.9069,52.0485023,-0.7436137,87.00,-0.223,1.082,0.97,1,101.6,5.17,0
1365.9113,52.0484978,-0.7436048,86.70,-0.187,0.892,0.97,1,101.6,5.17,0
1366.9143,52.0484950,-0.7435948,86.30,-0.167,0.918,0.97,1,101.6,5.17,0
1367.8821,52.0484912,-0.7435758,86.20,-0.177,1.223,0.97,1,98.2,4.62,0
1368.9064,52.0484877,-0.7435557,86.30,-0.200,1.346,0.97,1,98.5,4.20,0
1369.8896,52.0484843,-0.7435390,86.30,-0.164,1.206,1.04,1,97.8,4.70,0
1370.9105,52.0484825,-0.7435213,86.40,-0.109,1.181,1.04,1,95.3,4.82,0
1371.9022,52.0484803,-0.7435058,86.40,-0.092,1.122,0.97,1,94.7,5.07,0
1372.9043,52.0484800,-0.7434880,86.30,-0.033,1.162,0.97,1,91.6,4.92,1
1373.9118,52.0484793,-0.7434743,85.90,-0.043,1.114,0.97,1,92.2,5.13,1
1374.9111,52.0484788,-0.7434562,86.00,-0.043,1.114,0.97,1,92.2,5.13,1
1375.9016,52.0484812,-0.7434302,86.20,0.069,1.476,0.97,1,87.3,3.87,0
1376.9007,52.0484810,-0.7434125,86.00,0.072,1.357,0.97,1,87.0,4.21,0
1377.9095,52.0484857,-0.7433882,86.20,0.226,1.473,0.97,1,81.3,3.84,0
1378.9102,52.0484880,-0.7433683,86.10,0.276,1.460,0.97,1,79.3,3.85,0
1379.9106,52.0484918,-0.7433493,86.00,0.317,1.363,0.97,1,76.9,4.09,0
1380.8813,52.0484903,-0.7433332,85.80,0.211,1.228,0.97,1,80.2,4.59,0
1381.9014,52.0484883,-0.7433165,85.50,0.095,1.219,0.97,1,85.6,4.68,0
1382.8853,52.0484873,-0.7432993,85.20,0.095,1.219,0.97,1,85.6,4.68,0
1383.9018,52.0484897,-0.7432773,85.10,0.078,1.354,0.97,1,86.7,4.22,0
1384.9010,52.0484930,-0.7432577,85.10,0.143,1.339,0.97,1,83.9,4.25,0
1385.9057,52.0484917,-0.7432433,84.80,0.143,1.339,0.97,1,83.9,4.25,0
1386.9027,52.0484928,-0.7432275,84.60,0.143,1.339,0.97,1,83.9,4.25,0
1387.9027,52.0484913,-0.7432138,84.30,0.143,1.339,0.97,1,83.9,4.25,0
1388.9053,52.0484933,-0.7431948,84.20,0.136,1.210,0.97,1,83.6,4.69,0
1389.9017,52.0484943,-0.7431802,83.90,0.136,1.210,0.97,1,83.6,4.69,0
1390.9095,52.0484908,-0.7431732,83.60,0.136,1.210,0.97,1,83.6,4.69,0
1391.9049,52.0484835,-0.7431737,83.50,0.136,1.210,0.97,1,83.6,4.69,0
1392.9100,52.0484853,-0.7431715,83.10,0.136,1.210,0.97,1,83.6,4.69,0
1393.9098,52.0485068,-0.7431362,81.70,0.625,1.345,0.97,1,65.1,3.86,0
1394.9066,52.0485293,-0.7430727,80.80,1.345,2.703,0.97,1,63.5,3.00,0
1395.8710,52.0485288,-0.7430677,81.30,0.868,1.640,1.24,1,62.1,3.09,0
1396.8985,52.0485230,-0.7430738,81.30,0.868,1.640,1.24,1,62.1,3.09,0
1397.8764,52.0485138,-0.7430883,81.20,0.868,1.640,1.24,1,62.1,3.09,0
1398.9035,52.0485123,-0.7430865,80.40,0.868,1.640,1.24,1,62.1,3.09,0
1399.8693,52.0485112,-0.7430902,79.80,0.868,1.640,1.24,1,62.1,3.09,0
1400.8995,52.0485117,-0.7430952,79.20,0.868,1.640,1.24,1,62.1,3.09,0
1401.8776,52.0485120,-0.7431027,78.50,0.868,1.640,1.24,1,62.1,3.09,0
1402.9033,52.0485112,-0.7431113,77.90,0.868,1.640,1.24,1,62.1,3.09,0
1403.8806,52.0485110,-0.7431245,77.40,0.868,1.640,1.24,1,62.1,3.09,0
1404.9071,52.0485140,-0.7431275,77.00,0.868,1.640,1.24,0,62.1,3.09,0
1405.8884,52.0485095,-0.7431527,76.40,0.868,1.640,1.24,1,62.1,3.09,0
1406.9052,52.0485085,-0.7431728,76.20,0.868,1.640,1.24,0,62.1,3.09,0
1407.9036,52.0485067,-0.7431953,75.90,1.159,-0.025,1.24,0,358.8,4.93,0
1408.9089,52.0485082,-0.7432057,75.50,0.744,-0.570,1.24,0,358.8,4.93,0
1409.9065,52.0485103,-0.7432120,75.10,0.744,-0.570,1.24,1,358.8,4.93,0
1410.9102,52.0485113,-0.7432313,74.90,0.744,-0.570,1.24,0,358.8,4.93,0
1411.9084,52.0485145,-0.7432448,74.40,0.744,-0.570,1.24,1,358.8,4.93,0
1412.8763,52.0485152,-0.7432635,74.30,0.744,-0.570,1.24,1,358.8,4.93,0
1413.8959,52.0485153,-0.7432848,74.20,0.601,-0.978,1.24,1,301.6,4.98,0
1414.8917,52.0485140,-0.7433082,74.00,0.340,-1.172,1.24,1,286.2,4.68,0
1415.9007,52.0485148,-0.7433315,74.00,0.260,-1.325,1.24,1,281.1,4.24,0
1416.9089,52.0485158,-0.7433543,73.80,0.217,-1.408,1.24,1,278.8,4.02,0
1417.8934,52.0485190,-0.7433768,73.90,0.237,-1.417,1.24,1,279.5,3.98,0
1418.9082,52.0485210,-0.7434017,73.60,0.269,-1.418,1.24,1,280.8,3.96,0
1419.8590,52.0485272,-0.7434223,73.20,0.402,-1.394,1.24,1,286.1,3.94,0
1420.9040,52.0485330,-0.7434435,72.90,0.537,-1.405,1.24,1,290.9,3.80,0
1421.8732,52.0485358,-0.7434665,72.90,0.509,-1.330,1.24,1,290.9,4.02,0
1422.9059,52.0485348,-0.7434952,73.00,0.459,-1.253,0.97,1,290.1,4.29,0
1423.8866,52.0485350,-0.7435230,73.20,0.475,-1.232,0.97,1,291.1,4.33,0
1424.9166,52.0485338,-0.7435523,73.60,0.454,-1.232,0.97,1,290.2,4.35,0
1425.9013,52.0485343,-0.7435842,74.00,0.513,-1.325,0.97,1,291.2,4.02,0
1426.9082,52.0485302,-0.7436207,74.80,0.450,-1.425,0.97,1,287.5,3.83,0
1427.9041,52.0485290,-0.7436512,75.00,0.435,-1.369,0.97,1,287.6,3.98,0
1428.9097,52.0485298,-0.7436798,75.50,0.469,-1.436,0.97,1,288.1,3.79,0
1429.9104,52.0485303,-0.7437107,75.70,0.478,-1.515,0.97,1,287.5,3.60,0
1430.8760,52.0485332,-0.7437357,76.20,0.519,-1.398,0.97,1,290.4,3.84,0
1431.9042,52.0485375,-0.7437598,76.50,0.628,-1.301,0.97,1,295.8,3.96,0
1432.8791,52.0485392,-0.7437850,76.40,0.606,-1.239,0.97,1,296.1,4.15,0
1433.9125,52.0485423,-0.7438073,76.30,0.578,-1.165,0.97,1,296.4,4.40,0
1434.8933,52.0485447,-0.7438323,76.40,0.568,-1.227,0.97,1,294.8,4.23,0
1435.9001,52.0485435,-0.7438552,76.50,0.366,-1.131,0.97,0,287.9,4.81,0
1436.9061,52.0485412,-0.7438765,77.40,0.366,-1.131,0.97,0,287.9,4.81,0
1437.9034,52.0485373,-0.7438965,78.00,0.366,-1.131,0.97,0,287.9,4.81,0
1438.9087,52.0485290,-0.7439170,78.40,0.366,-1.131,0.97,1,287.9,4.81,0
1439.9079,52.0485192,-0.7439190,79.20,0.366,-1.131,0.97,0,287.9,4.81,0
1440.9123,52.0485082,-0.7439177,79.70,-0.973,-0.429,1.17,1,203.8,5.37,0
1441.9106,52.0484978,-0.7439172,80.30,-0.888,0.127,1.17,1,203.8,5.37,0
1442.9023,52.0484875,-0.7439148,81.20,-0.860,0.522,1.17,1,148.7,5.68,0
1443.9014,52.0484820,-0.7439032,82.00,-0.918,0.765,1.17,1,140.2,4.78,0
1444.9097,52.0484730,-0.7438935,82.80,-0.905,0.827,1.17,1,137.6,4.66,0
1445.9096,52.0484638,-0.7438797,83.40,-1.126,1.119,0.97,1,135.2,3.61,0
1446.9052,52.0484557,-0.7438705,83.60,-0.907,0.879,0.97,1,135.9,4.53,1
1447.8712,52.0484473,-0.7438710,83.90,-0.977,0.572,0.97,1,149.7,5.05,0
1448.9072,52.0484380,-0.7438748,84.30,-1.172,0.407,0.97,1,160.8,4.61,0
1449.8868,52.0484302,-0.7438810,84.10,-1.172,0.407,0.97,1,160.8,4.61,0
1450.9067,52.0484262,-0.7438898,83.60,-1.172,0.407,0.97,1,160.8,4.61,0
1451.9028,52.0484210,-0.7438995,83.20,-1.172,0.407,0.97,1,160.8,4.61,0
1452.9125,52.0484105,-0.7438990,83.40,-1.144,0.293,1.17,1,165.6,4.84,1
1453.9069,52.0484002,-0.7438962,83.80,-1.095,0.245,1.17,1,167.4,5.09,1
1454.9099,52.0483890,-0.7438932,84.20,-1.176,0.258,1.17,1,167.6,4.75,1
1455.9111,52.0483760,-0.7438895,84.70,-1.335,0.266,1.17,1,168.7,4.20,1
1456.8794,52.0483625,-0.7438857,84.80,-1.367,0.350,1.17,1,165.6,4.05,0
1457.9158,52.0483493,-0.7438812,84.90,-1.318,0.350,0.97,1,165.1,4.19,1
1458.8947,52.0483365,-0.7438763,85.90,-1.185,0.357,1.09,1,163.2,4.62,0
1459.9164,52.0483260,-0.7438738,86.30,-1.092,0.289,1.09,1,165.2,5.06,1
1460.9146,52.0483143,-0.7438708,86.70,-1.213,0.186,1.09,1,171.3,4.66,1
1461.9037,52.0483027,-0.7438690,86.80,-1.212,0.097,0.89,1,175.4,4.70,0
1462.9184,52.0482928,-0.7438678,87.30,-0.972,0.044,0.89,1,175.4,4.70,0
1463.8717,52.0482840,-0.7438647,87.50,-0.868,0.141,0.89,1,175.4,4.70,0
1464.9062,52.0482703,-0.7438587,88.00,-1.419,0.322,0.89,1,167.2,3.93,0
1465.8937,52.0482580,-0.7438537,88.60,-1.201,0.241,0.89,1,168.6,4.67,1
1466.9158,52.0482458,-0.7438512,89.40,-1.317,0.164,0.89,1,172.9,4.31,1
1467.9033,52.0482327,-0.7438503,89.50,-1.302,0.087,0.89,1,176.2,4.38,1
1468.9124,52.0482187,-0.7438498,89.80,-1.393,0.034,0.89,1,178.6,4.11,0
1469.9106,52.0482052,-0.7438508,89.60,-1.425,-0.027,0.89,1,181.1,4.01,1
1470.9121,52.0481925,-0.7438502,89.80,-1.370,0.010,0.89,1,179.6,4.17,1
1471.9119,52.0481788,-0.7438478,90.00,-1.399,0.070,0.89,1,177.1,4.08,1
1472.8781,52.0481653,-0.7438440,90.20,-1.361,0.167,0.89,1,173.0,4.17,0
1473.9144,52.0481545,-0.7438445,90.00,-1.072,0.068,0.89,1,176.3,5.32,1
1474.8840,52.0481418,-0.7438420,90.20,-1.380,0.107,0.89,1,175.6,4.13,0
1475.9199,52.0481292,-0.7438403,92.00,-1.213,-0.045,0.89,1,182.1,4.71,1
1476.9034,52.0481150,-0.7438392,92.30,-1.430,0.034,0.89,1,178.7,4.00,1
1477.9122,52.0481020,-0.7438388,92.50,-1.406,0.039,0.89,1,178.4,4.07,1
1478.9101,52.0480887,-0.7438348,92.60,-1.191,-0.022,0.89,1,181.1,4.80,1
1479.9131,52.0480775,-0.7438338,92.70,-1.315,0.055,0.89,1,177.6,4.35,0
1480.9172,52.0480653,-0.7438283,92.80,-1.434,0.172,0.89,1,173.2,3.96,0
1481.8875,52.0480532,-0.7438235,93.00,-1.384,0.206,1.09,1,171.5,4.09,0
1482.9098,52.0480415,-0.7438203,93.40,-1.266,0.134,0.89,1,173.9,4.49,0
1483.9068,52.0480305,-0.7438205,93.90,-1.228,0.057,0.89,1,177.3,4.65,1
1484.9140,52.0480187,-0.7438200,94.10,-1.330,0.024,0.89,1,179.0,4.30,0
1485.9120,52.0480075,-0.7438195,94.10,-1.241,0.025,0.89,1,178.8,4.61,0
1486.9129,52.0479963,-0.7438187,94.10,-1.230,0.030,0.89,1,178.6,4.65,0
1487.9165,52.0479858,-0.7438152,94.20,-1.213,0.171,0.89,1,172.0,4.67,1
1488.8854,52.0479758,-0.7438115,94.20,-1.128,0.215,0.89,1,169.2,4.98,0
1489.9092,52.0479668,-0.7438078,94.70,-1.089,0.186,0.89,1,170.3,5.17,1
1490.9006,52.0479593,-0.7438043,94.80,-0.717,0.210,0.89,1,170.3,5.17,1
1491.9147,52.0479595,-0.7438025,94.80,-0.717,0.210,0.89,1,170.3,5.17,1
1492.9060,52.0479630,-0.7438007,94.60,-0.717,0.210,0.89,1,170.3,5.17,1
1493.9091,52.0479698,-0.7437997,93.90,-0.717,0.210,0.89,1,170.3,5.17,1
1494.9002,52.0479805,-0.7438048,93.80,0.223,-1.139,0.89,1,281.1,4.92,0
1495.9018,52.0479888,-0.7438125,93.50,0.565,-0.986,0.89,1,299.8,5.03,0
1496.9039,52.0479952,-0.7438253,93.10,0.783,-1.088,0.89,1,305.8,4.27,0
1497.9066,52.0480008,-0.7438395,93.10,0.790,-1.119,0.89,1,305.2,4.17,1
1498.9101,52.0479965,-0.7438565,89.90,0.226,-1.249,0.89,0,280.3,4.50,0
1499.9086,52.0479967,-0.7438785,88.90,0.363,-1.749,0.89,1,281.7,3.20,0
1500.9127,52.0479967,-0.7438845,89.10,0.363,-1.749,0.89,1,281.7,3.20,0
1501.9136,52.0480048,-0.7438975,88.10,0.689,-1.438,0.89,1,295.6,3.59,1
1502.9052,52.0480107,-0.7439177,87.80,0.689,-1.438,0.97,1,295.6,3.59,1
1503.9049,52.0480182,-0.7439513,86.80,1.042,-2.431,0.97,1,293.2,3.00,1
1504.8999,52.0480247,-0.7439782,84.90,0.689,-1.711,1.03,1,291.9,3.10,1
1505.9094,52.0480192,-0.7439902,82.90,0.689,-1.711,1.03,1,291.9,3.10,1
1506.9033,52.0480200,-0.7439902,81.90,0.689,-1.711,1.03,1,291.9,3.10,1
1507.9123,52.0480260,-0.7440078,81.10,0.689,-1.711,1.03,1,291.9,3.10,1
1508.9075,52.0480292,-0.7440412,81.80,0.645,-2.166,0.97,1,286.6,3.00,1
1509.9065,52.0480308,-0.7440682,82.30,0.401,-1.820,0.97,1,282.4,3.07,1
1510.9146,52.0480323,-0.7440937,82.80,0.275,-1.752,0.97,1,278.9,3.23,1
1511.9128,52.0480337,-0.7441140,83.60,0.222,-1.354,0.97,1,279.3,4.17,1
1512.9087,52.0480383,-0.7441332,83.60,0.294,-1.292,0.97,1,282.8,4.32,1
1513.8723,52.0480435,-0.7441477,83.00,0.294,-1.292,0.89,1,282.8,4.32,1
1514.9163,52.0480462,-0.7441642,82.90,0.319,-1.347,0.89,1,283.3,4.13,1
1515.8796,52.0480537,-0.7441798,82.50,0.319,-1.347,0.89,1,283.3,4.13,1
1516.9099,52.0480592,-0.7441987,83.00,0.422,-1.279,0.89,1,288.3,4.24,1
1517.8872,52.0480608,-0.7442265,83.40,0.286,-1.849,0.89,1,278.8,3.06,0
1518.9178,52.0480632,-0.7442527,83.30,0.206,-1.654,0.89,1,277.1,3.43,1
1519.8996,52.0480675,-0.7442735,83.70,0.301,-1.292,0.89,1,283.1,4.31,1
1520.9143,52.0480732,-0.7442927,83.80,0.415,-1.266,0.89,1,288.1,4.29,1
1521.9062,52.0480788,-0.7443190,84.10,0.556,-1.720,0.89,1,287.9,3.17,1
1522.9096,52.0480822,-0.7443410,84.80,0.393,-1.448,0.89,1,285.2,3.81,1
1523.9145,52.0480892,-0.7443543,84.50,0.393,-1.448,0.89,1,285.2,3.81,1
1524.9181,52.0480917,-0.7443773,84.90,0.356,-1.553,0.89,1,282.9,3.59,1
1525.9100,52.0480908,-0.7444063,85.70,0.152,-1.886,0.89,1,274.6,3.03,0
1526.9078,52.0480923,-0.7444342,86.00,0.161,-1.898,0.89,1,274.8,3.01,0
1527.9163,52.0480948,-0.7444610,86.10,0.206,-1.905,0.89,1,276.2,3.00,0
1528.9159,52.0481020,-0.7444783,86.00,0.392,-1.539,0.89,1,284.3,3.60,1
1529.9119,52.0481112,-0.7444950,86.10,0.720,-1.391,0.89,1,297.4,3.65,1
1530.9209,52.0481190,-0.7445072,85.80,0.720,-1.391,0.89,1,297.4,3.65,1
1531.9152,52.0481235,-0.7445230,85.80,0.720,-1.391,0.89,1,297.4,3.65,1
1532.8783,52.0481230,-0.7445468,86.60,0.396,-1.568,0.89,1,284.2,3.54,0
1533.9198,52.0481263,-0.7445647,86.80,0.396,-1.568,0.89,1,284.2,3.54,0
1534.8845,52.0481315,-0.7445797,86.90,0.396,-1.568,0.89,1,284.2,3.54,0
1535.9114,52.0481347,-0.7446008,87.30,0.354,-1.351,0.89,1,284.7,4.10,0
1536.8918,52.0481372,-0.7446247,87.70,0.327,-1.564,0.89,1,281.8,3.58,0
1537.9131,52.0481428,-0.7446460,87.40,0.442,-1.455,0.89,1,286.9,3.76,0
1538.8998,52.0481493,-0.7446685,87.80,0.638,-1.574,0.89,1,292.1,3.37,0
1539.9072,52.0481552,-0.7446858,88.00,0.525,-1.146,0.89,1,294.6,4.53,0
1540.9190,52.0481600,-0.7447050,88.30,0.559,-1.287,0.89,1,293.5,4.08,0
1541.9073,52.0481647,-0.7447320,88.50,0.635,-1.833,0.89,1,289.1,3.00,0
1542.9082,52.0481682,-0.7447590,88.70,0.454,-1.728,0.89,1,284.7,3.20,0
1543.8784,52.0481695,-0.7447838,89.10,0.254,-1.554,0.96,1,279.3,3.63,0
1544.9154,52.0481717,-0.7448052,89.20,0.231,-1.482,0.96,1,278.8,3.81,0
1545.8863,52.0481730,-0.7448305,89.00,0.109,-1.631,0.96,1,273.8,3.50,0
1546.9065,52.0481748,-0.7448568,89.00,0.098,-1.654,0.96,1,273.4,3.45,0
1547.9047,52.0481782,-0.7448757,89.00,0.098,-1.654,0.96,1,273.4,3.45,0
1548.9080,52.0481793,-0.7449013,89.20,0.128,-1.514,0.89,1,274.8,3.76,0
1549.9058,52.0481805,-0.7449322,89.50,0.211,-1.935,0.89,1,276.2,3.00,0
1550.9066,52.0481820,-0.7449627,89.80,0.212,-1.803,0.89,1,276.7,3.15,0
1551.9054,52.0481848,-0.7449858,89.60,0.227,-1.329,0.89,1,279.7,4.24,0
1552.9034,52.0481847,-0.7450108,89.90,0.082,-1.417,0.89,1,273.3,4.03,0
1553.9122,52.0481840,-0.7450373,90.60,-0.132,-1.546,0.89,1,265.1,3.69,0
1554.9099,52.0481858,-0.7450610,90.20,-0.103,-1.437,0.89,1,265.9,3.97,0
1555.9035,52.0481858,-0.7450862,90.40,-0.082,-1.534,0.89,1,266.9,3.72,0
1556.9169,52.0481835,-0.7451112,90.20,-0.210,-1.428,0.89,1,261.6,3.96,0
1557.9054,52.0481798,-0.7451345,90.20,-0.304,-1.336,0.89,1,257.2,4.17,0
1558.8898,52.0481742,-0.7451587,90.40,-0.448,-1.404,0.89,1,252.3,3.88,0
1559.9124,52.0481697,-0.7451803,90.30,-0.633,-1.361,0.89,1,245.1,3.81,0
1560.8921,52.0481645,-0.7451997,90.20,-0.553,-1.179,0.89,1,244.8,4.39,0
1561.9153,52.0481583,-0.7452210,90.40,-0.737,-1.400,0.89,1,242.2,3.62,0
1562.9117,52.0481527,-0.7452403,90.50,-0.661,-1.261,0.89,0,242.3,4.02,0
1563.9180,52.0481530,-0.7452483,90.40,-0.661,-1.261,0.89,1,242.3,4.02,0
1564.9167,52.0481558,-0.7452545,90.20,-0.661,-1.261,0.89,1,242.3,4.02,0
1565.8720,52.0481505,-0.7452740,90.30,-0.680,-1.243,0.89,1,241.3,4.04,0
1566.9135,52.0481475,-0.7452918,90.60,-0.530,-1.123,0.89,1,244.7,4.60,0
1567.8794,52.0481427,-0.7453088,90.70,-0.523,-1.059,0.89,1,243.7,4.84,0
1568.9144,52.0481397,-0.7453263,91.30,-0.571,-1.311,0.89,1,246.4,4.00,0
1569.8956,52.0481343,-0.7453473,91.50,-0.630,-1.394,0.89,1,245.7,3.74,0
1570.9121,52.0481288,-0.7453652,91.60,-0.648,-1.192,0.89,1,241.5,4.22,0
1571.9102,52.0481213,-0.7453790,91.90,-0.801,-1.107,0.89,1,234.1,4.19,0
1572.9157,52.0481130,-0.7453915,92.50,-0.871,-0.943,0.89,1,227.3,4.45,0
1573.9120,52.0481058,-0.7454043,92.90,-0.867,-0.907,0.89,1,226.3,4.56,0
1574.9133,52.0480982,-0.7454178,93.30,-0.958,-0.967,0.89,1,225.3,4.20,0
1575.9132,52.0480893,-0.7454307,93.70,-1.040,-0.920,0.89,1,221.5,4.12,0
1576.8814,52.0480792,-0.7454425,93.80,-1.124,-0.845,0.89,0,216.9,4.07,0
1577.9143,52.0480708,-0.7454525,94.00,-0.968,-0.701,0.89,1,215.9,4.79,0
1578.8980,52.0480627,-0.7454658,94.90,-1.039,-0.839,0.89,1,218.9,4.28,0
1579.9152,52.0480547,-0.7454818,95.40,-1.001,-0.965,0.89,1,223.9,4.11,0
1580.9129,52.0480445,-0.7454973,95.90,-1.275,-1.042,0.89,1,219.2,3.48,0
1581.9200,52.0480348,-0.7455122,95.90,-1.059,-0.879,0.89,1,219.7,4.16,0
1582.9231,52.0480262,-0.7455245,96.50,-0.906,-0.829,0.89,1,222.4,4.66,0
1583.9077,52.0480188,-0.7455380,96.70,-0.810,-0.794,0.89,1,224.4,5.04,0
1584.9196,52.0480155,-0.7455510,96.70,-0.810,-0.794,0.89,1,224.4,5.04,0
1585.8782,52.0480117,-0.7455722,96.40,-0.738,-1.271,0.89,1,239.9,3.89,0
1586.9053,52.0480103,-0.7455878,96.50,-0.738,-1.271,0.89,1,239.9,3.89,0
1587.8838,52.0480045,-0.7456048,96.30,-0.610,-1.023,0.89,1,239.2,4.80,0
1588.9169,52.0480002,-0.7456207,96.20,-0.508,-0.947,0.89,1,241.8,5.32,1
1589.8994,52.0480010,-0.7456370,96.20,-0.508,-0.947,0.89,1,241.8,5.32,1
1590.9159,52.0480058,-0.7456458,95.70,-0.508,-0.947,0.89,1,241.8,5.32,1
1591.9150,52.0480107,-0.7456590,95.30,-0.508,-0.947,0.89,1,241.8,5.32,1
1592.9029,52.0480150,-0.7456738,94.80,-0.508,-0.947,0.96,1,241.8,5.32,1
1593.9034,52.0480227,-0.7456825,94.60,-0.508,-0.947,0.89,1,241.8,5.32,1
1594.8738,52.0480268,-0.7456972,94.50,-0.508,-0.947,0.89,1,241.8,5.32,1
1595.9210,52.0480313,-0.7457108,94.30,-0.508,-0.947,0.89,1,241.8,5.32,1
1596.8896,52.0480320,-0.7457363,94.60,-0.310,-1.825,0.89,1,260.4,3.09,0
