t,dt,ax,ay,az,gx,gy,gz
1133.5000,0.01656,2.46133,-0.65091,-10.17953,0.026913,-0.140959,0.484828
1133.5139,0.01392,1.63285,-1.16957,-9.56989,-0.040769,-0.189588,0.442594
1133.5277,0.01386,0.86372,-1.58786,-9.13039,-0.077674,-0.199580,0.457250
1133.5416,0.01383,0.66195,-1.61176,-8.54202,-0.084202,-0.150685,0.477767
1133.5554,0.01381,1.00378,-1.61415,-7.77407,-0.078207,-0.077674,0.454985
1133.5692,0.01381,1.42870,-1.25323,-7.05338,-0.069813,-0.026113,0.396896
1133.6165,0.04732,1.43820,-0.41906,-4.73299,-0.060887,0.125371,0.200646
1133.6344,0.01791,1.16995,-0.06292,-4.28640,0.033041,0.161609,0.217167
1133.6483,0.01390,1.37173,0.06854,-4.36437,0.132832,0.139493,0.212371
1133.6622,0.01383,1.63285,0.33863,-4.72117,0.206642,0.052227,0.199181
1133.6763,0.01410,2.12662,0.37209,-5.36153,0.326417,-0.092329,0.163741
1133.6901,0.01389,2.25718,0.22390,-6.43429,0.334943,-0.235286,0.110049
1133.7040,0.01380,2.77230,0.11634,-7.33457,0.277654,-0.346268,0.042501
1133.7512,0.04727,2.85302,-0.05097,-9.64314,-0.071545,-0.716251,-0.139360
1133.7674,0.01616,3.04292,0.03986,-10.24333,-0.157613,-0.734770,-0.174133
1133.7810,0.01362,2.95272,0.00639,-10.86950,-0.158545,-0.643374,-0.205975
1133.7948,0.01377,2.87201,-0.36169,-11.50985,-0.157746,-0.426207,-0.303234
1133.8084,0.01359,3.13076,-0.42384,-11.78868,-0.155747,-0.243014,-0.340806
1133.8219,0.01354,3.32541,-0.56247,-12.48338,-0.200779,-0.071012,-0.378643
1133.8355,0.01358,3.64826,-0.46208,-12.76693,-0.295640,0.047164,-0.459381
1133.8829,0.04747,3.91888,-1.76473,-11.47441,-0.361190,0.157213,-0.857476
1133.9005,0.01753,1.14384,-1.06919,-13.40964,-0.218632,-0.426074,-0.698665
1133.9173,0.01681,-0.08819,0.21195,-14.49895,-0.215568,-0.523066,-0.540253
1133.9313,0.01405,-1.52675,1.66040,-15.25509,-0.181328,-0.403691,-0.588616
1133.9451,0.01371,-3.62999,1.42138,-14.84158,-0.142424,-0.098991,-0.549312
1133.9587,0.01361,-4.75282,-0.09399,-15.01643,-0.142824,0.209173,-0.353329
1133.9722,0.01352,-3.46144,-1.14567,-14.39026,-0.231289,0.425674,-0.186391
1134.0191,0.04694,1.09636,-1.00226,-9.48719,-0.230090,0.453386,-0.336942
1134.0353,0.01613,1.20793,-0.13463,-8.34826,-0.019185,0.290178,-0.454185
1134.0494,0.01410,1.21980,0.21673,-8.42151,0.108717,0.090331,-0.540519
1134.0634,0.01406,1.07974,0.44141,-8.18758,0.138161,-0.100323,-0.604337
1134.0773,0.01390,0.80675,0.71628,-8.71451,0.083936,-0.264331,-0.625121
1134.0912,0.01388,0.51239,0.85013,-8.65072,-0.052360,-0.386504,-0.610998
1134.1050,0.01381,0.20379,1.10827,-8.23012,-0.230490,-0.442594,-0.575959
1134.1526,0.04761,0.37234,0.80949,-5.81521,-0.362789,-0.220631,-0.491090
1134.1695,0.01691,0.17531,0.80710,-5.64508,-0.306965,-0.003997,-0.458848
1134.1836,0.01407,0.48153,0.47009,-6.01842,-0.246877,0.140559,-0.412084
1134.1975,0.01392,0.27026,0.73779,-5.13232,-0.191320,0.246877,-0.322819
1134.2114,0.01389,0.81387,0.81427,-5.41351,-0.150818,0.215435,-0.215968
1134.2253,0.01388,1.11298,0.94812,-5.34262,-0.122972,0.154681,-0.124571
1134.2391,0.01382,1.18657,1.20387,-6.08931,-0.129767,0.039703,-0.036772
1134.2860,0.04693,1.30289,0.27170,-7.89931,-0.208773,-0.227959,0.261133
1134.3021,0.01610,1.71356,0.02073,-8.70506,-0.227559,-0.174400,0.306832
1134.3157,0.01359,2.15035,-0.30194,-9.23199,-0.243147,-0.124305,0.338541
1134.3293,0.01353,2.65599,-0.50271,-9.56753,-0.226093,-0.082470,0.355727
1134.3428,0.01353,3.20909,-0.40711,-10.15826,-0.217433,-0.062352,0.373447
1134.3566,0.01383,3.33016,0.02552,-10.85769,-0.207574,-0.031309,0.275123
1134.3705,0.01383,3.22571,0.68520,-11.19558,-0.202911,-0.016387,0.217034
1134.4178,0.04736,2.48982,0.42707,-12.84963,-0.151750,-0.094061,0.323752
1134.4353,0.01748,3.99959,-0.16809,-13.18989,-0.158545,0.013057,0.171735
1134.4495,0.01416,4.67376,-0.72261,-13.13318,-0.183992,0.183193,-0.077008
1134.4634,0.01390,4.12303,-0.81105,-13.28914,-0.253539,0.299237,-0.273124
1134.4772,0.01386,2.72008,-0.35213,-12.72912,-0.304300,0.239949,-0.316691
1134.4911,0.01385,1.37648,0.55852,-12.65587,-0.262332,0.057289,-0.134430
1134.5049,0.01379,-0.31371,1.55762,-12.44321,-0.131632,-0.087533,0.143490
1134.5523,0.04740,-3.35225,3.24748,-13.11428,0.524798,0.566499,0.498418
1134.5688,0.01656,-1.53862,3.09928,-12.62752,0.385172,0.436998,0.535856
1134.5828,0.01393,-0.12617,2.80529,-11.84303,0.184392,0.263265,0.499084
1134.5966,0.01382,0.62634,2.12409,-10.65920,-0.007727,0.126836,0.451920
1134.6104,0.01384,1.11060,1.01983,-9.97159,-0.131233,-0.013323,0.425141
1134.6242,0.01380,1.12010,0.27887,-9.47774,-0.192253,-0.146821,0.467908
1134.6380,0.01382,0.93019,-0.16570,-8.45696,-0.165606,-0.215035,0.525198
1134.6852,0.04718,1.45244,-0.47881,-6.53826,0.065417,-0.133498,0.388369
1134.7014,0.01617,0.99666,-0.48598,-6.12239,0.019851,0.050761,0.321354
1134.7150,0.01360,0.79963,-0.35213,-5.58600,-0.033708,0.186524,0.320288
1134.7285,0.01355,0.72129,-0.06292,-4.76371,-0.046764,0.242081,0.356127
1134.7421,0.01356,0.65957,0.44619,-4.40690,-0.031043,0.232489,0.407155
1134.7559,0.01384,0.86135,0.74735,-4.15407,0.031043,0.122306,0.467908
1134.7698,0.01389,1.09874,0.84296,-4.16589,0.104453,-0.041035,0.503348
1134.8176,0.04779,1.89873,0.62784,-8.10724,0.237685,-0.570096,0.384372
1134.8343,0.01673,2.31415,0.44619,-9.28870,0.101522,-0.628452,0.266729
1134.8483,0.01397,2.66785,0.06854,-9.87471,-0.060221,-0.631649,0.141625
1134.8623,0.01396,2.67972,-0.14897,-10.35202,-0.177464,-0.611132,0.041968
1134.8761,0.01387,2.61088,-0.23501,-10.88840,-0.233821,-0.563168,-0.010525
1134.8900,0.01390,2.18121,-0.39038,-11.23575,-0.261799,-0.428338,-0.030243
1134.9064,0.01640,2.20020,-0.33301,-11.97062,-0.262199,-0.213703,-0.062485
1134.9543,0.04787,3.17349,0.37926,-13.61994,-0.259002,0.085268,-0.226626
1134.9713,0.01696,3.65538,0.65652,-13.92004,-0.369051,0.092063,-0.367452
1134.9851,0.01386,4.26071,0.34341,-13.69556,-0.407421,0.088466,-0.544783
1134.9988,0.01367,4.92302,-0.76802,-13.05048,-0.407688,0.130833,-0.760217
1135.0124,0.01356,5.18414,-1.71692,-12.27071,-0.381708,0.107384,-0.940213
1135.0259,0.01358,4.09454,-1.70019,-12.76220,-0.330014,0.040769,-1.071845
1135.0395,0.01357,1.88923,-0.83495,-12.76929,-0.243413,0.023582,-1.093429
1135.0865,0.04694,-5.84954,1.76556,-12.76220,-0.064484,0.741965,-0.557706
1135.1026,0.01612,-5.23471,1.50026,-11.54293,-0.059554,0.762349,-0.077274
1135.1162,0.01365,-3.09824,0.90510,-11.01128,-0.055957,0.663092,0.181461
1135.1298,0.01358,-1.20153,0.19283,-10.65211,-0.091130,0.522400,0.276855
1135.1434,0.01356,0.26076,-0.77519,-10.38746,-0.126303,0.360524,0.305499
1135.1569,0.01354,0.81150,-1.30581,-9.67622,-0.140825,0.247810,0.172135
1135.1709,0.01396,1.54977,-1.45640,-9.30052,-0.124704,0.150818,0.007328
1135.2183,0.04745,0.83524,-0.52184,-8.55147,-0.112447,-0.063418,-0.524265
1135.2349,0.01659,0.37471,0.34580,-7.67483,-0.167472,-0.055557,-0.571962
1135.2488,0.01391,0.20617,0.75930,-6.75565,-0.189188,-0.047564,-0.547714
1135.2627,0.01386,0.42931,1.11783,-6.16728,-0.178663,-0.057023,-0.500949
1135.2765,0.01381,0.41032,1.19909,-5.56710,-0.153749,-0.063285,-0.447790
1135.2903,0.01382,0.43406,1.28275,-5.15595,-0.116711,-0.054225,-0.368651
1135.3041,0.01380,0.11359,1.22777,-4.89130,-0.077940,-0.015588,-0.255538
1135.3515,0.04739,0.89933,1.37836,-5.60018,0.054891,0.048629,0.091663
1135.3681,0.01658,1.25066,1.42616,-6.48628,0.048363,-0.024781,0.189588
1135.3820,0.01392,1.42395,0.99593,-7.13608,0.007594,-0.136162,0.240216
1135.3958,0.01382,1.71594,0.90510,-7.95602,-0.080072,-0.239150,0.369051
1135.4097,0.01384,1.55926,0.57526,-8.76650,-0.177864,-0.392766,0.474969
1135.4238,0.01417,1.72781,0.50116,-9.70458,-0.279119,-0.441662,0.572095
1135.4377,0.01390,2.28092,0.57526,-10.23860,-0.365187,-0.479366,0.640043
1135.4852,0.04747,2.76756,-0.00317,-12.25654,-0.230757,-0.116844,0.532525
1135.5029,0.01771,2.84589,-0.41189,-13.11900,-0.201579,0.165340,0.517337
1135.5170,0.01409,2.87675,-0.68915,-13.41910,-0.203444,0.381841,0.522133
1135.5309,0.01394,3.28506,-0.67481,-13.46399,-0.185325,0.555441,0.487493
1135.5447,0.01382,4.25359,-0.60310,-13.24188,-0.189588,0.690271,0.384905
1135.5587,0.01390,5.33844,-0.68915,-12.83309,-0.206508,0.747427,0.190254
1135.5725,0.01383,6.26187,-0.90904,-12.44793,-0.251940,0.704660,-0.051427
1135.6198,0.04730,-1.06385,1.69625,-11.61855,-0.173867,0.261400,0.008394
1135.6359,0.01613,-3.74393,3.08972,-11.84066,-0.018386,0.227292,0.467375
1135.6495,0.01362,-4.81454,3.55820,-12.11949,0.038770,0.261799,0.810179
1135.6631,0.01354,-3.98844,3.71117,-12.02970,0.018253,0.237285,1.048130
1135.6766,0.01349,-1.94217,3.37894,-11.16014,-0.017986,0.146021,1.114479
1135.6905,0.01395,0.20854,2.68100,-10.23624,-0.047031,-0.001332,1.038804
1135.7043,0.01381,1.09874,1.84922,-9.74002,-0.095127,-0.141225,0.913700
1135.7517,0.04740,0.75215,-0.45969,-9.39740,-0.140692,-0.450855,0.733038
1135.7684,0.01665,0.10409,-0.79671,-9.27216,-0.146155,-0.446458,0.750625
1135.7823,0.01396,0.37471,-0.65808,-9.11385,-0.154815,-0.402225,0.804450
1135.7964,0.01406,0.91120,-0.53140,-8.74287,-0.153482,-0.371982,0.783933
1135.8104,0.01397,1.18182,-0.34496,-8.06944,-0.192119,-0.343470,0.675216
1135.8242,0.01389,1.29339,-0.26609,-7.33457,-0.242214,-0.311361,0.627386
1135.8381,0.01387,1.40734,-0.47164,-6.59497,-0.260201,-0.314825,0.592613
1135.8856,0.04746,0.68568,0.14502,-4.85350,0.004796,-0.183326,0.563701
1135.9022,0.01666,0.85898,0.46531,-5.38043,0.167472,-0.090198,0.541452
1135.9188,0.01655,0.99903,0.39599,-6.20509,0.267395,-0.026380,0.492956
1135.9330,0.01419,1.21980,0.32668,-6.96359,0.276455,-0.013057,0.438464
1135.9470,0.01397,1.68745,0.14741,-7.83551,0.221963,-0.056890,0.388769
1135.9608,0.01389,2.14086,-0.15853,-8.51839,0.124038,-0.132165,0.332412
1135.9748,0.01393,2.38299,-0.01990,-8.92718,0.034773,-0.197982,0.264064
1136.0221,0.04729,2.28329,0.32190,-10.17244,-0.133631,-0.096326,0.050095
1136.0400,0.01797,2.45658,0.34819,-10.78207,-0.126969,-0.033175,0.045032
1136.0539,0.01390,2.53492,0.30278,-10.99710,-0.103654,0.043567,0.031975
1136.0675,0.01360,2.72720,0.24541,-11.56656,-0.099391,0.073277,0.026779
1136.0811,0.01359,3.16399,0.21912,-11.95645,-0.123372,0.093262,0.001599
1136.0951,0.01394,3.46310,0.23107,-12.49756,-0.156547,0.085401,-0.057289
1136.1089,0.01388,3.80968,-0.00795,-12.59444,-0.192119,0.078340,-0.136296
1136.1564,0.04745,5.65179,-2.17345,-12.54009,-0.249276,-0.039436,-0.639377
1136.1730,0.01664,3.68387,-2.23559,-12.60152,-0.198515,-0.161077,-0.692136
1136.1870,0.01397,1.52366,-1.22694,-12.87799,-0.121240,-0.174266,-0.640576
1136.2009,0.01388,-0.38018,0.26931,-13.50180,-0.069680,-0.010259,-0.668821
1136.2148,0.01389,-2.01339,1.39270,-14.00510,-0.064884,0.241948,-0.739567
1136.2286,0.01387,-4.31840,1.46679,-13.58686,-0.142424,0.553842,-0.680812
1136.2425,0.01387,-5.40800,1.30904,-12.26599,-0.235153,0.721714,-0.401292
1136.2899,0.04739,-0.63893,-0.47642,-8.96262,-0.271259,0.487893,0.305899
1136.3065,0.01659,1.25066,-1.05485,-8.53021,-0.208640,0.301369,0.259135
1136.3204,0.01390,2.38537,-1.25801,-8.12851,-0.137361,0.052626,0.076208
1136.3342,0.01385,2.79367,-1.17435,-8.25138,-0.065283,-0.104853,-0.110582
1136.3481,0.01385,2.39011,-1.22216,-8.33881,-0.047430,-0.266862,-0.336142
1136.3620,0.01388,1.97469,-1.31776,-8.58928,-0.054225,-0.301369,-0.464444
1136.3758,0.01382,1.30763,-0.75607,-8.74287,-0.107118,-0.256603,-0.553842
1136.4232,0.04741,0.55037,0.45575,-6.80763,-0.305766,-0.020917,-0.648969
1136.4393,0.01614,0.73316,0.70194,-5.96171,-0.292975,0.025314,-0.604870
1136.4529,0.01359,1.01802,1.08197,-5.81284,-0.232355,0.050361,-0.581155
1136.4665,0.01355,0.98479,1.08436,-5.52929,-0.165740,0.039170,-0.580755
1136.4800,0.01349,1.09161,1.26124,-5.60963,-0.122040,0.031443,-0.546248
1136.4938,0.01387,0.97055,1.28753,-6.19327,-0.075675,-0.004930,-0.520401
1136.5077,0.01386,1.19606,1.30665,-6.82654,-0.057023,-0.064484,-0.506145
1136.5551,0.04737,1.99131,0.52267,-9.25326,-0.229957,-0.392499,-0.390900
1136.5724,0.01733,2.36163,0.00878,-9.87471,-0.323752,-0.468574,-0.296706
1136.5866,0.01418,2.37350,-0.26370,-9.71639,-0.391433,-0.496686,-0.239150
1136.6005,0.01388,2.71771,-0.00078,-9.83927,-0.376378,-0.433002,-0.183060
1136.6143,0.01383,3.00732,0.18327,-9.75420,-0.262865,-0.328015,-0.150951
1136.6281,0.01380,3.29930,0.42228,-10.17008,-0.138161,-0.199847,-0.158812
1136.6419,0.01381,3.67674,0.07810,-10.95457,-0.099257,0.058755,-0.197582
1136.6893,0.04738,3.27319,0.43424,-11.59964,-0.221031,0.730640,-0.098991
1136.7059,0.01663,3.56042,0.90032,-11.37989,-0.205443,0.739433,-0.056890
1136.7198,0.01392,4.29395,1.00788,-11.52403,-0.208374,0.701596,-0.060620
1136.7337,0.01390,5.01560,0.78081,-11.51931,-0.231156,0.622323,-0.123106
1136.7476,0.01389,5.16278,0.59677,-11.38226,-0.258602,0.522666,-0.247410
1136.7615,0.01389,4.25834,0.50833,-11.54766,-0.285115,0.363721,-0.344536
1136.7754,0.01389,2.25480,0.71628,-11.49804,-0.320288,0.117910,-0.261666
1136.8229,0.04746,-3.59438,2.53998,-11.83357,-0.161743,-0.295907,0.756487
1136.8391,0.01622,-3.60150,3.00846,-11.68944,0.012657,-0.011191,0.808714
1136.8527,0.01360,-2.63534,2.28423,-11.35154,0.106718,0.144689,0.773940
1136.8663,0.01361,-0.85970,1.36880,-10.78444,0.082870,0.124038,0.738767
1136.8799,0.01356,0.91832,0.72823,-10.01412,0.037038,-0.023315,0.633648
1136.8936,0.01372,2.22157,0.04703,-9.68331,-0.014655,-0.176398,0.451387
1136.9102,0.01663,2.93373,-0.70349,-9.49192,-0.100989,-0.327083,0.235153
1136.9581,0.04795,1.42395,-0.42623,-8.22066,0.024781,-0.498685,-0.067149
1136.9748,0.01666,1.06075,-0.19199,-7.79770,0.085934,-0.473237,-0.102721
1136.9888,0.01395,1.05126,-0.14180,-7.13608,0.065417,-0.437398,-0.152683
1137.0027,0.01394,0.66669,-0.05575,-6.76510,0.020917,-0.406622,-0.169337
1137.0166,0.01387,0.62396,0.11395,-6.18619,-0.001732,-0.349199,-0.079539
1137.0305,0.01393,0.57886,0.46292,-5.54111,0.013323,-0.336542,-0.001066
1137.0443,0.01385,0.30349,0.71150,-5.15359,0.091130,-0.301236,0.059554
1137.0917,0.04740,0.93019,0.72106,-6.31142,0.341738,-0.074609,0.286580
1137.1107,0.01891,1.47143,0.89076,-7.68901,0.418213,-0.137228,0.295107
1137.1249,0.01419,1.73256,0.73779,-8.64126,0.358525,-0.239550,0.293242
1137.1388,0.01400,2.08151,0.65891,-9.78019,0.257936,-0.347467,0.274590
1137.1527,0.01387,2.04116,0.78320,-10.74190,0.122440,-0.349199,0.234221
1137.1666,0.01392,1.91297,0.48204,-11.33027,-0.001199,-0.267928,0.196383
1137.1805,0.01387,1.62573,0.26692,-11.53348,-0.155614,-0.104587,0.176531
1137.2279,0.04744,2.52068,-0.50510,-11.49331,-0.164274,0.558239,0.059688
1137.2441,0.01616,3.39425,-0.52662,-11.58547,-0.168404,0.635380,0.011724
1137.2577,0.01360,3.84291,-0.13463,-11.57602,-0.146554,0.604603,-0.065949
1137.2712,0.01353,3.99009,-0.26848,-11.66581,-0.129101,0.553443,-0.199314
1137.2847,0.01349,4.21324,-0.55530,-11.81940,-0.151217,0.493489,-0.366919
1137.2982,0.01350,4.81145,-0.97836,-11.83357,-0.131766,0.317757,-0.532925
1137.3121,0.01386,4.54557,-1.34884,-12.61570,-0.147087,-0.132299,-0.629917
1137.3594,0.04736,-5.38664,1.22538,-14.84630,-0.290044,-0.246211,-0.515605
1137.3760,0.01657,-7.27386,0.82383,-14.11616,-0.285248,0.115511,-0.101256
1137.3900,0.01395,-5.07804,-0.25175,-13.19934,-0.278187,0.296040,0.226227
1137.4038,0.01387,-0.85495,-1.16479,-12.15493,-0.340539,0.364521,0.234753
1137.4177,0.01388,2.05065,-1.88185,-11.06090,-0.380508,0.393299,0.015721
1137.4319,0.01414,2.71771,-2.23081,-9.83927,-0.390101,0.393832,-0.244879
1137.4458,0.01390,2.18834,-2.20691,-8.88464,-0.314292,0.356260,-0.442061
1137.4932,0.04745,-0.00511,-0.49076,-8.32227,-0.015721,0.100989,-0.790061
1137.5109,0.01769,-0.18315,0.32668,-8.09543,-0.046098,0.013856,-0.755821
1137.5248,0.01390,-0.10244,0.80232,-7.77407,-0.106985,-0.026513,-0.725311
1137.5387,0.01386,0.48391,1.01266,-7.31330,-0.187723,-0.038104,-0.698132
1137.5525,0.01379,0.89458,1.26841,-6.66350,-0.258602,-0.040236,-0.710522
1137.5663,0.01382,1.03702,1.31143,-5.92154,-0.313227,-0.019718,-0.714253
1137.5801,0.01379,0.88034,1.21821,-5.13232,-0.313360,0.039037,-0.698132
1137.6274,0.04736,0.66907,0.97920,-4.80388,-0.109783,0.259668,-0.343204
1137.6463,0.01882,1.76342,0.87642,-5.30245,-0.012257,0.134564,-0.235953
1137.6603,0.01407,2.12187,0.94095,-5.88137,0.019985,-0.003198,-0.151084
1137.6742,0.01390,2.17409,1.01505,-6.66113,0.009593,-0.168404,-0.098458
1137.6881,0.01382,1.91772,0.96725,-7.71500,-0.052493,-0.295907,-0.054225
1137.7019,0.01384,1.82276,0.73301,-8.87992,-0.141758,-0.375179,-0.032642
1137.7157,0.01382,1.59012,0.63262,-10.12754,-0.272858,-0.480299,0.062352
1137.7629,0.04724,2.38537,-0.05575,-11.98244,-0.637645,-0.382507,0.063551
1137.7800,0.01708,2.34501,0.22390,-11.78159,-0.569430,-0.189855,-0.005862
1137.7938,0.01381,2.78655,0.24063,-12.34633,-0.433801,-0.058089,-0.067948
1137.8075,0.01363,3.79069,-0.00078,-12.92997,-0.312161,0.038371,-0.095527
1137.8210,0.01355,4.88029,-0.62222,-13.50180,-0.252873,0.148286,-0.205043
1137.8349,0.01392,5.78473,-1.15045,-13.79953,-0.264331,0.270593,-0.474170
1137.8488,0.01387,6.10520,-1.35123,-13.35293,-0.292709,0.314026,-0.720648
1137.8962,0.04743,-1.42230,1.60064,-12.60389,-0.194118,0.072877,-0.663625
1137.9156,0.01939,-3.86500,3.08494,-12.60861,0.039436,0.216767,-0.238484
1137.9300,0.01432,-4.17360,3.69922,-12.83545,0.151217,0.362655,0.061553
1137.9436,0.01364,-3.49942,3.72551,-12.03442,0.184658,0.387170,0.208507
1137.9572,0.01360,-2.40270,3.79244,-11.09398,0.227026,0.319622,0.329481
1137.9708,0.01358,-1.34871,3.41479,-10.21970,0.261933,0.270326,0.370250
1137.9843,0.01352,-0.60332,2.81007,-9.45647,0.246744,0.154415,0.394897
1138.0313,0.04702,1.23879,0.85491,-8.11197,0.177597,-0.383573,0.427273
1138.0490,0.01772,0.93969,0.44380,-8.02690,0.172534,-0.544649,0.498818
1138.0630,0.01397,0.35809,-0.03902,-7.90403,0.221164,-0.563701,0.550378
1138.0769,0.01385,0.25602,-0.18482,-7.82842,0.178130,-0.487893,0.569164
1138.0907,0.01388,0.21329,-0.36647,-7.71500,0.096459,-0.365320,0.563435
1138.1046,0.01386,0.63346,-0.43579,-7.11718,-0.003997,-0.251674,0.537188
1138.1184,0.01384,0.90171,-0.22784,-6.50991,-0.063418,-0.190920,0.514273
1138.1658,0.04733,1.47618,0.44619,-5.17958,0.087400,-0.101922,0.392499
1138.1838,0.01799,1.70407,0.40316,-5.68052,0.222096,-0.067681,0.308031
1138.1977,0.01392,1.91534,0.47009,-6.54771,0.292043,-0.099657,0.245545
1138.2113,0.01364,1.87973,0.37687,-7.59685,0.303767,-0.134031,0.177064
1138.2250,0.01364,1.79190,0.44619,-8.78540,0.262466,-0.158945,0.113646
1138.2389,0.01390,1.59012,0.42707,-9.82981,0.191187,-0.144423,0.055557
1138.2527,0.01383,1.58538,0.56570,-10.43000,0.107917,-0.098191,0.002398
1138.3001,0.04741,1.92959,0.44619,-11.10343,-0.037838,0.293375,-0.033574
1138.3178,0.01772,2.15748,0.22868,-10.95929,0.037038,0.496553,-0.021983
1138.3317,0.01389,2.54679,-0.03185,-11.40116,0.088599,0.652966,-0.049695
1138.3456,0.01387,2.97883,0.01117,-11.69889,0.083669,0.771809,-0.091263
1138.3594,0.01383,3.65775,0.31712,-11.60910,0.062219,0.793259,-0.167072
1138.3732,0.01383,4.41264,0.48921,-11.44842,0.043567,0.717051,-0.295507
1138.3870,0.01380,4.88741,0.24541,-11.22630,0.017853,0.623123,-0.470173
1138.4344,0.04738,2.98595,-1.59503,-11.76741,0.000666,-0.333345,-0.580755
1138.4520,0.01757,0.84473,-1.12177,-13.05521,0.128302,-0.624855,-0.384505
1138.4659,0.01393,-1.10420,0.47009,-14.40680,0.152683,-0.497485,-0.410086
1138.4798,0.01383,-3.55640,0.95768,-14.92900,0.088865,-0.085002,-0.545182
1138.4936,0.01383,-4.61039,0.81188,-14.46115,-0.081538,0.316557,-0.501482
1138.5074,0.01382,-4.28992,0.31712,-12.99613,-0.253273,0.567965,-0.329747
1138.5212,0.01381,-2.79914,0.02073,-11.23103,-0.317490,0.603138,-0.128701
1138.5685,0.04725,2.72957,-0.84212,-8.74523,-0.138827,-0.067815,-0.206642
1138.5855,0.01703,2.77468,-0.92817,-8.47586,-0.089132,-0.282450,-0.505213
1138.5991,0.01358,2.37587,-0.91382,-8.47822,-0.075942,-0.400893,-0.673884
1138.6126,0.01349,1.75629,-1.00465,-8.60582,-0.068614,-0.452587,-0.781268
1138.6261,0.01350,1.02040,-0.94968,-8.48058,-0.191720,-0.452720,-0.818306
1138.6399,0.01387,0.56699,-0.78237,-8.20176,-0.295907,-0.390234,-0.786064
1138.6538,0.01384,0.58598,-0.29477,-7.65829,-0.386371,-0.320554,-0.725711
1138.7016,0.04779,0.60972,1.54806,-4.99764,-0.423276,-0.077407,-0.550645
1138.7202,0.01863,0.67856,1.79903,-4.56995,-0.304700,0.011858,-0.473770
1138.7344,0.01418,0.92782,1.80142,-4.56522,-0.162809,-0.010259,-0.391300
1138.7480,0.01362,1.13672,1.63171,-5.11106,-0.057822,-0.067415,-0.339606
1138.7616,0.01363,1.19606,1.41182,-6.16019,-0.005196,-0.106585,-0.219698
1138.7752,0.01357,1.65184,1.25407,-6.81945,-0.011591,-0.152683,-0.168404
1138.7887,0.01351,1.96045,0.83579,-7.76226,-0.051161,-0.198648,-0.060887
1138.8358,0.04710,1.36461,0.56092,-10.16062,-0.226227,-0.027446,0.267795
1138.8537,0.01794,1.57113,1.05568,-10.40637,-0.218499,0.125104,0.356394
1138.8677,0.01402,2.22394,1.23016,-11.07744,-0.202112,0.212504,0.400893
1138.8817,0.01392,3.05717,1.21343,-11.53348,-0.184792,0.233288,0.428605
1138.8956,0.01389,3.38951,0.82862,-12.28017,-0.177597,0.225694,0.440596
1138.9120,0.01640,3.17586,0.34580,-12.98668,-0.175599,0.258469,0.442194
1138.9260,0.01402,3.24708,-0.00078,-13.42146,-0.237418,0.394364,0.419012
1138.9733,0.04732,5.54022,-0.18243,-12.10295,-0.528928,0.342804,-0.080472
1138.9904,0.01713,2.68447,0.48921,-12.03915,-0.433668,0.028511,-0.055824
1139.0040,0.01360,0.22516,0.91227,-11.98480,-0.340672,-0.091397,0.168404
1139.0178,0.01374,-2.76116,1.63411,-12.32743,-0.146688,-0.020118,0.409420
1139.0314,0.01364,-4.73858,2.35355,-11.93282,0.045965,0.250874,0.651234
1139.0453,0.01392,-4.74095,2.93914,-12.07696,0.213703,0.497485,0.898645
1139.0592,0.01389,-3.21694,2.99890,-11.41770,0.274590,0.457250,1.040403
1139.1066,0.04740,2.36637,1.48352,-10.02594,0.100590,-0.185458,0.654698
1139.1242,0.01761,2.07202,0.15458,-9.76365,-0.031176,-0.488426,0.548646
1139.1382,0.01396,1.45956,-0.95207,-9.29816,-0.057822,-0.642574,0.562369
1139.1521,0.01389,0.91120,-1.19109,-8.95081,-0.035306,-0.640576,0.562902
1139.1659,0.01389,0.92782,-1.54722,-8.34354,-0.021450,-0.575692,0.575026
1139.1801,0.01418,1.22692,-1.33211,-7.99382,-0.016920,-0.502815,0.550645
1139.1941,0.01395,1.43345,-1.25084,-7.77171,-0.053825,-0.429937,0.494821
1139.2416,0.04750,1.21031,-0.03902,-5.20794,-0.186257,-0.256470,0.309763
1139.2602,0.01861,0.87559,0.21673,-4.70936,-0.004397,-0.259268,0.302701
1139.2744,0.01420,0.67619,0.34819,-5.27173,0.166006,-0.250741,0.299237
1139.2883,0.01386,0.83286,0.31951,-5.77976,0.274057,-0.195850,0.262732
1139.3021,0.01385,1.40259,0.13068,-7.08173,0.391833,-0.164008,0.196250
1139.3159,0.01382,1.85362,0.05420,-8.19467,0.442594,-0.139360,0.093129
1139.3297,0.01383,2.09576,-0.19438,-9.06423,0.328149,-0.130433,-0.017187
1139.3769,0.04719,2.25480,-0.23023,-10.25041,-0.069014,-0.166139,-0.179995
1139.3940,0.01710,1.95095,0.02312,-10.45599,-0.151084,-0.075942,-0.174133
1139.4076,0.01355,2.02929,0.14263,-10.72300,-0.137761,-0.033308,-0.136429
1139.4211,0.01353,2.44709,0.33624,-11.09634,-0.109783,0.074343,-0.185058
1139.4347,0.01356,2.76518,0.39121,-11.55475,-0.049828,0.118975,-0.242481
1139.4485,0.01381,2.94322,0.27170,-12.06750,-0.003464,0.158279,-0.311628
1139.4624,0.01387,3.29930,-0.19438,-12.56844,0.033441,0.215035,-0.397562
1139.5097,0.04738,4.14914,-0.99509,-13.06702,-0.132965,-0.078740,-0.728109
