t,dt,ax,ay,az,gx,gy,gz
2509.9390,0.05015,-0.29709,0.00161,-9.78964,-0.106851,-0.000666,0.002531
2509.9562,0.01713,-0.22350,-0.01990,-9.76838,-0.104853,0.003198,0.002798
2509.9698,0.01365,-0.23300,0.00639,-9.74948,-0.106585,-0.000000,0.001998
2509.9834,0.01359,-0.26386,-0.05097,-9.76129,-0.068614,0.000933,0.001998
2509.9973,0.01384,-0.24249,0.00161,-9.71403,-0.105786,-0.002132,0.001732
2510.0111,0.01390,-0.31608,-0.00556,-9.80146,-0.108583,0.002132,0.000533
2510.0250,0.01384,-0.26386,0.02552,-9.70931,-0.105786,0.001199,0.003331
2510.0724,0.04743,-0.18552,0.00878,-9.82981,-0.108051,0.033574,0.003997
2510.0901,0.01770,-0.26861,0.02791,-9.71639,-0.105386,0.002931,0.004130
2510.1066,0.01644,-0.25199,0.03508,-9.77547,-0.105253,-0.033974,0.002398
2510.1205,0.01390,-0.36356,0.02791,-9.79673,-0.104187,-0.033441,0.002398
2510.1344,0.01391,-0.21163,0.00878,-9.74711,-0.107384,-0.001732,0.005596
2510.1482,0.01383,-0.32083,0.02552,-9.72585,-0.106319,-0.001066,0.004530
2510.1621,0.01386,-0.29234,0.01117,-9.76838,-0.107518,0.001066,0.001865
2510.2096,0.04756,-0.27573,0.07810,-9.80146,-0.105119,0.002665,0.004530
2510.2283,0.01865,-0.19976,0.03508,-9.81327,-0.104320,0.006129,0.000266
2510.2425,0.01426,-0.30896,0.01356,-9.85108,-0.106185,0.000133,0.003064
2510.2565,0.01392,-0.27098,0.02312,-9.78019,-0.105786,-0.033974,0.005329
2510.2704,0.01390,-0.20214,0.04703,-9.80382,-0.104054,0.001466,0.005196
2510.2868,0.01641,-0.38730,-0.00795,-9.75420,-0.105652,0.000666,0.004663
2510.3007,0.01393,-0.37068,0.03030,-9.72112,-0.107118,0.033974,0.001998
2510.3477,0.04698,-0.24249,-0.01034,-9.71876,-0.107384,-0.033574,-0.000666
2510.3647,0.01705,-0.20214,0.00400,-9.75420,-0.105652,0.033175,0.005729
2510.3783,0.01361,-0.20451,-0.00078,-9.82509,-0.106851,0.001998,0.007328
2510.3918,0.01349,-0.30896,-0.03185,-9.70222,-0.107917,0.003198,0.004530
2510.4053,0.01351,-0.24961,0.03030,-9.80855,-0.108051,0.001599,0.006262
2510.4192,0.01387,-0.22113,0.01356,-9.76602,-0.104187,0.033841,0.003997
2510.4330,0.01378,-0.27098,-0.00556,-9.79910,-0.103654,0.001199,0.003198
2510.4804,0.04739,-0.25436,0.03508,-9.77310,-0.105652,0.001066,0.005995
2510.5004,0.02000,-0.24724,0.01117,-9.77074,-0.106452,-0.000666,0.003331
2510.5143,0.01394,-0.24249,0.05181,-9.80146,-0.107384,-0.033041,0.005729
2510.5281,0.01382,-0.26148,0.03508,-9.72348,-0.106985,-0.002398,0.004930
2510.5420,0.01384,-0.24724,0.05898,-9.78256,-0.105652,0.000266,0.000799
2510.5558,0.01381,-0.28285,-0.07726,-9.72821,-0.104453,0.000666,0.004930
2510.5697,0.01385,-0.26623,0.01834,-9.78728,-0.107518,0.001199,0.001332
2510.6170,0.04733,-0.27573,-0.01512,-9.76129,-0.109383,0.000666,0.003597
2510.6346,0.01766,-0.26623,0.02312,-9.73530,-0.103920,-0.001466,0.006129
2510.6485,0.01386,-0.19976,-0.00317,-9.78728,-0.106718,0.033841,0.005196
2510.6624,0.01386,-0.26861,0.01834,-9.66677,-0.106851,0.001732,0.004397
2510.6788,0.01643,-0.39917,0.02552,-9.78964,-0.103254,-0.033974,0.002531
2510.6926,0.01384,-0.22825,0.03986,-9.77310,-0.106985,0.002132,0.003331
2510.7065,0.01386,-0.26386,0.04464,-9.80146,-0.105119,-0.001865,0.005196
2510.7536,0.04709,-0.27098,0.06137,-9.83218,-0.105386,-0.000000,0.002265
2510.7716,0.01799,-0.28522,0.01117,-9.75184,-0.108717,0.000933,0.003597
2510.7854,0.01385,-0.28285,0.01834,-9.80146,-0.107118,0.002398,-0.033708
2510.7991,0.01363,-0.24249,-0.02707,-9.70458,-0.109250,0.000533,0.005462
2510.8128,0.01379,-0.13092,0.00878,-9.76365,-0.104853,0.002531,0.002531
2510.8268,0.01400,-0.21638,-0.02468,-9.82981,-0.107518,-0.001332,0.001332
2510.8407,0.01385,-0.22588,0.01117,-9.78728,-0.108317,0.001466,0.033841
2510.8906,0.04988,-0.28997,0.02552,-9.79201,-0.069813,0.001332,0.002665
2510.9082,0.01765,-0.40392,0.16654,-9.79201,-0.107118,0.000533,0.001732
2510.9222,0.01401,-0.23300,0.20239,-9.71876,-0.107784,0.001998,0.007061
2510.9396,0.01741,-0.28048,0.00639,-9.83454,-0.103787,-0.003730,0.003597
2510.9537,0.01404,-0.29709,0.01356,-9.82981,-0.103787,0.003597,0.003464
2510.9676,0.01391,-0.26148,-0.01512,-9.72348,-0.104453,-0.000666,0.005063
2511.0151,0.04752,-0.31846,0.15937,-9.84163,-0.106185,0.033308,0.002665
2511.0322,0.01712,-0.27573,0.01356,-9.80382,-0.107518,0.001466,0.002265
2511.0459,0.01365,-0.24487,-0.00078,-9.74002,-0.106851,-0.005063,0.001066
2511.0595,0.01357,-0.20689,0.00400,-9.66441,-0.068881,0.000799,0.002665
2511.0752,0.01576,-0.26623,-0.02707,-9.76602,-0.108051,-0.002398,0.004530
2511.0888,0.01356,-0.23062,-0.02229,-9.82981,-0.108983,0.000799,0.004263
2511.1023,0.01357,-0.35881,-0.02707,-9.78492,-0.106185,0.001066,0.004263
2511.1493,0.04695,-0.30184,0.02791,-9.73057,-0.108051,-0.000400,0.002931
2511.1664,0.01712,-0.28048,-0.02946,-9.79201,-0.106185,0.001066,0.005196
2511.1801,0.01366,-0.26623,-0.01751,-9.76838,-0.105652,-0.001865,0.002531
2511.1936,0.01358,-0.29947,0.01834,-9.82509,-0.110982,0.002798,0.003864
2511.2072,0.01354,-0.13330,0.05659,-9.81564,-0.105652,0.003997,0.004530
2511.2207,0.01352,-0.28048,0.04942,-9.77074,-0.101789,0.033574,0.002132
2511.2346,0.01391,-0.25199,-0.02468,-9.79910,-0.107518,-0.002798,0.001998
2511.2845,0.04985,-0.15466,0.01834,-9.74239,-0.108583,-0.002798,0.004130
2511.3032,0.01867,-0.39205,-0.04858,-9.78019,-0.107251,0.000666,0.002931
2511.3174,0.01422,-0.22588,0.03030,-9.81091,-0.109516,0.000266,0.005196
2511.3310,0.01367,-0.23775,-0.00556,-9.76838,-0.107118,0.001466,0.002398
2511.3446,0.01352,-0.24961,-0.03663,-9.66441,-0.105519,-0.001998,0.004263
2511.3581,0.01353,-0.23300,0.02791,-9.87707,-0.106452,0.002398,0.002398
2511.3716,0.01348,-0.27335,0.01595,-9.73530,-0.106851,0.002665,0.003331
2511.4185,0.04689,-0.27573,-0.00556,-9.86998,-0.101256,-0.033574,0.000133
2511.4361,0.01768,-0.27573,0.03747,-9.79437,-0.112314,0.033574,0.004397
2511.4501,0.01396,-0.28760,-0.07248,-9.74711,-0.103254,0.003997,0.002798
2511.4664,0.01633,-0.30184,0.03030,-9.81091,-0.108317,0.000666,0.003997
2511.4803,0.01385,-0.11193,0.00639,-9.81327,-0.105786,0.002398,0.003198
2511.4941,0.01383,-0.34694,0.03508,-9.77310,-0.107251,0.002665,0.005862
2511.5079,0.01379,-0.27810,0.04703,-9.67386,-0.108051,-0.002931,0.007994
2511.5552,0.04727,-0.20689,0.02073,-9.70222,-0.107651,0.000666,0.007727
2511.5722,0.01701,-0.23537,-0.01034,-9.81564,-0.106185,0.001998,0.005596
2511.5858,0.01361,-0.26623,0.01834,-9.92669,-0.103521,-0.001066,0.002265
2511.5993,0.01354,-0.30421,0.00400,-9.82273,-0.106985,0.033974,0.007994
2511.6128,0.01347,-0.24724,0.00161,-9.75893,-0.104720,0.001332,0.005995
2511.6263,0.01352,-0.27573,-0.00795,-9.75893,-0.104320,0.001599,0.003064
2511.6427,0.01636,-0.22113,0.04464,-9.76602,-0.106052,0.000533,0.001865
2511.6901,0.04745,-0.28997,0.04225,-9.74948,-0.107917,0.001865,0.005862
2511.7077,0.01757,-0.29472,0.03508,-9.66914,-0.107118,0.033441,0.004930
2511.7216,0.01391,-0.24012,0.18327,-9.69985,-0.104986,-0.032908,0.001599
2511.7355,0.01390,-0.26148,0.02552,-9.79910,-0.108983,0.000933,0.003597
2511.7494,0.01390,-0.28048,0.02312,-9.76838,-0.104986,0.001998,0.002398
2511.7633,0.01388,-0.28522,-0.03663,-9.83690,-0.109649,0.002398,0.003864
2511.7772,0.01388,-0.31371,0.02312,-9.78256,-0.136162,-0.001466,0.005596
2511.8247,0.04757,-0.27098,0.02073,-9.78019,-0.105253,-0.001998,0.003997
2511.8434,0.01867,-0.13330,-0.00317,-9.76602,-0.106319,0.000400,0.004130
2511.8601,0.01669,-0.24724,0.00639,-9.72821,-0.108450,0.001466,0.001998
2511.8741,0.01398,-0.21401,0.01834,-9.85344,-0.107651,-0.001732,0.002665
2511.8880,0.01390,-0.23062,-0.00556,-9.78728,-0.107518,0.001066,0.006795
2511.9019,0.01389,-0.26623,0.01595,-9.78256,-0.106452,-0.000933,0.005063
2511.9159,0.01402,-0.26861,-0.05575,-9.67622,-0.104587,0.002931,0.003331
2511.9665,0.05061,-0.18789,0.03747,-9.78256,-0.107917,0.003064,0.001998
2511.9836,0.01715,-0.31846,-0.09877,-9.78492,-0.107384,-0.033441,0.001599
2511.9973,0.01366,-0.27810,0.03269,-9.79437,-0.106052,-0.002398,0.004263
2512.0109,0.01362,-0.29709,0.00878,-9.70931,-0.108184,0.000533,0.003331
2512.0245,0.01358,-0.36593,0.06615,-9.74711,-0.109916,0.002531,0.004130
2512.0409,0.01639,-0.24249,0.02791,-9.96450,-0.104720,0.000666,0.000933
2512.0884,0.04748,-0.24961,-0.02707,-9.79437,-0.107784,0.001865,0.005063
2512.1061,0.01771,-0.23537,-0.03185,-9.78728,-0.106185,0.034107,0.003331
2512.1200,0.01395,-0.29947,0.03986,-9.79201,-0.103787,0.001066,0.002665
2512.1340,0.01394,-0.27573,0.05898,-9.94796,-0.108850,0.033574,0.003331
2512.1478,0.01386,-0.39442,0.00878,-9.78256,-0.107651,0.003198,0.002798
2512.1617,0.01392,-0.24012,-0.00317,-9.79201,-0.108450,0.033441,0.003198
2512.1757,0.01394,-0.25436,0.00878,-9.81564,-0.108717,0.033974,0.003597
2512.2232,0.04749,-0.29234,0.02312,-9.82745,-0.104453,-0.000799,0.002531
2512.2409,0.01772,-0.23537,-0.00556,-9.86290,-0.108717,0.001199,0.003597
2512.2574,0.01648,-0.21638,0.02073,-9.82981,-0.107118,-0.003864,0.000799
2512.2713,0.01394,-0.23062,0.00878,-9.79201,-0.104720,0.001199,0.002531
2512.2852,0.01390,-0.26861,-0.00556,-9.72112,-0.106851,-0.002398,0.001732
2512.2991,0.01389,-0.27098,0.07093,-9.69040,-0.106718,0.004397,0.005862
2512.3130,0.01386,-0.28285,0.03747,-9.81091,-0.103521,0.000400,0.007861
2512.3603,0.04730,-0.29234,0.00878,-9.80146,-0.103654,0.004930,0.004397
2512.3782,0.01796,-0.24249,-0.00795,-9.67386,-0.106052,0.002398,0.003597
2512.3920,0.01380,-0.24012,0.12590,-9.76365,-0.106585,0.002798,0.003464
2512.4056,0.01359,-0.25674,0.03986,-9.83690,-0.106585,0.000266,0.003331
2512.4192,0.01354,-0.28997,0.01834,-9.71876,-0.104853,0.000400,0.005862
2512.4350,0.01579,-0.24249,0.01356,-9.76838,-0.104054,0.001599,0.001732
2512.4485,0.01352,-0.22588,0.05420,-9.76602,-0.106452,-0.001066,0.004796
2512.4954,0.04690,-0.20689,0.01834,-9.75656,-0.107917,-0.000533,0.004930
2512.5125,0.01716,-0.26386,0.02791,-9.75893,-0.108317,0.001998,0.004130
2512.5263,0.01377,-0.24724,0.07332,-9.66914,-0.111115,0.001599,0.001998
2512.5403,0.01394,-0.21875,0.04703,-9.67150,-0.106052,0.003597,0.000266
2512.5541,0.01386,-0.30421,0.15697,-9.78492,-0.107251,0.001865,0.000533
2512.5679,0.01380,-0.37543,0.18327,-9.80855,-0.103920,0.001998,0.000799
2512.5818,0.01383,-0.12380,-0.01990,-9.75656,-0.107917,0.001199,0.033308
2512.6292,0.04745,-0.29947,-0.03185,-9.72821,-0.102988,0.001732,0.003997
2512.6493,0.02009,-0.33745,0.02791,-9.75656,-0.106985,0.000133,0.004130
2512.6632,0.01395,-0.29947,0.03508,-9.73766,-0.106319,0.000799,0.003864
2512.6772,0.01394,-0.31608,0.02791,-9.67622,-0.103387,0.002531,0.003331
2512.6910,0.01384,-0.28997,0.03747,-9.79673,-0.104587,-0.002798,0.003464
2512.7048,0.01381,-0.10481,0.05420,-9.82036,-0.105119,-0.001332,0.003198
2512.7187,0.01382,-0.30184,0.03030,-9.82036,-0.104453,0.002132,0.002531
2512.7661,0.04739,-0.38255,-0.08443,-9.72348,-0.107651,-0.000400,0.001599
2512.7831,0.01709,-0.25911,-0.00078,-9.94796,-0.107384,0.001199,0.006795
2512.7968,0.01361,-0.26148,0.08527,-9.83454,-0.136429,-0.033708,0.005462
2512.8103,0.01355,-0.27573,0.01595,-9.81091,-0.106718,-0.002265,0.003464
2512.8262,0.01593,-0.23300,0.03030,-9.73530,-0.069680,0.001466,0.004530
2512.8399,0.01361,-0.22588,-0.05575,-9.79201,-0.106052,0.003730,0.002132
2512.8538,0.01396,-0.29472,0.00639,-9.78728,-0.105786,0.032508,0.008260
2512.9013,0.04746,-0.22113,0.02312,-9.73766,-0.110315,0.003198,0.004796
2512.9199,0.01859,-0.27335,0.01834,-9.72112,-0.107118,-0.002531,0.003064
2512.9376,0.01774,-0.21163,0.02312,-9.75420,-0.105786,0.000400,0.005462
2512.9513,0.01374,-0.26623,0.01595,-9.88652,-0.103387,0.000533,0.002265
2512.9649,0.01357,-0.27098,-0.02707,-9.78492,-0.103654,-0.000933,0.005462
2512.9785,0.01354,-0.30896,-0.01512,-9.68804,-0.104187,0.001599,0.001865
2512.9920,0.01354,-0.12617,-0.03663,-9.74239,-0.105386,-0.002132,0.004930
2513.0412,0.04916,-0.24724,0.03986,-9.73293,-0.106185,0.000799,0.002931
2513.0589,0.01776,-0.21163,-0.01512,-9.75893,-0.105253,0.004930,0.002931
2513.0729,0.01394,-0.21638,0.04942,-9.79910,-0.106851,0.000533,0.003597
2513.0868,0.01392,-0.28048,0.02791,-9.78256,-0.105786,-0.001865,0.005729
2513.1006,0.01385,-0.27098,0.04703,-9.84163,-0.105652,0.002798,0.002931
2513.1145,0.01386,-0.27335,-0.00795,-9.95505,-0.105919,0.001199,0.001998
2513.1283,0.01380,-0.12855,-0.02229,-9.81091,-0.106052,-0.001066,0.005596
2513.1756,0.04727,-0.32083,0.03269,-9.78964,-0.108450,-0.001865,0.003464
2513.1927,0.01710,-0.27810,-0.02946,-9.87707,-0.108184,0.001199,0.006262
2513.2063,0.01365,-0.27335,0.03986,-9.82273,-0.108450,0.001466,0.005196
2513.2221,0.01580,-0.25674,0.04464,-9.79201,-0.106319,-0.001199,0.000400
2513.2357,0.01356,-0.24249,-0.01990,-9.85108,-0.109516,-0.001732,0.003198
2513.2497,0.01399,-0.34694,-0.08682,-9.75184,-0.105386,0.000666,0.002931
2513.2636,0.01392,-0.23062,0.19522,-9.74711,-0.104187,0.033841,0.001998
2513.3110,0.04743,-0.24249,0.05181,-9.78019,-0.103387,0.000799,0.004663
2513.3286,0.01757,-0.27335,-0.00078,-9.92906,-0.105386,0.003198,0.006262
2513.3425,0.01392,-0.19027,0.01356,-9.81564,-0.109116,0.001865,0.002531
2513.3563,0.01383,-0.31846,0.07093,-9.85817,-0.106319,0.001066,0.005063
2513.3702,0.01383,-0.25911,0.02791,-9.77547,-0.104453,0.004130,0.001332
2513.3839,0.01378,-0.24961,0.01595,-9.81091,-0.104720,-0.003331,0.005196
2513.4002,0.01627,-0.23300,0.00161,-9.76838,-0.106718,0.002132,0.006795
2513.4477,0.04746,-0.22825,-0.02707,-9.73293,-0.105253,0.001599,0.003730
2513.4661,0.01848,-0.27098,-0.00078,-9.84635,-0.109116,-0.033708,0.007328
2513.4803,0.01415,-0.22588,0.03030,-9.74002,-0.105519,-0.033708,0.000799
2513.4942,0.01392,-0.28048,0.03508,-9.76838,-0.100723,-0.000933,0.007594
2513.5080,0.01382,-0.25199,-0.01273,-9.73530,-0.105119,0.003597,0.002132
2513.5219,0.01382,-0.30896,0.00400,-9.73766,-0.106585,0.001066,0.004530
2513.5357,0.01383,-0.27573,-0.02468,-9.81327,-0.106985,0.033708,0.002531
2513.5829,0.04722,-0.25674,-0.01034,-9.90307,-0.106185,0.000666,0.004530
2513.5999,0.01700,-0.22350,0.04942,-9.79910,-0.105652,0.002132,0.002265
2513.6157,0.01583,-0.24724,-0.02707,-9.76838,-0.106452,-0.000666,0.003464
2513.6293,0.01356,-0.24487,0.01834,-9.77074,-0.108051,0.001599,0.003730
2513.6428,0.01355,-0.36831,0.03508,-9.73293,-0.106185,-0.032908,0.002798
2513.6567,0.01384,-0.25674,0.02552,-9.73530,-0.103387,0.001466,0.002265
2513.6705,0.01382,-0.26148,-0.00556,-9.77547,-0.104986,0.000400,0.001332
2513.7178,0.04734,-0.24724,-0.09877,-9.91961,-0.106718,0.000266,0.005995
2513.7354,0.01760,-0.24249,0.01834,-9.74711,-0.102188,-0.000799,0.001865
2513.7494,0.01398,-0.24724,0.01595,-9.72112,-0.108051,-0.033974,0.002798
2513.7633,0.01391,-0.27810,-0.01751,-9.74239,-0.104054,0.002931,0.007594
2513.7772,0.01387,-0.23300,-0.05336,-9.77547,-0.106052,0.003464,0.006129
2513.7936,0.01636,-0.26623,0.03508,-9.81564,-0.105253,0.002531,0.003997
2513.8074,0.01387,-0.21163,0.00639,-9.82981,-0.105119,0.002931,0.004263
2513.8551,0.04766,-0.35881,0.03508,-9.80382,-0.104986,0.033441,0.005995
2513.8728,0.01767,-0.25199,0.09005,-9.80382,-0.104320,-0.033974,0.003464
2513.8867,0.01397,-0.24724,-0.02946,-9.77783,-0.104986,0.001199,0.001599
2513.9006,0.01389,-0.26148,0.03747,-9.73293,-0.108850,-0.000933,0.005329
2513.9145,0.01388,-0.28048,0.00161,-9.82981,-0.102455,-0.001466,0.005729
2513.9320,0.01754,-0.25911,0.00400,-9.79437,-0.105519,0.001732,0.003864
2513.9460,0.01400,-0.28522,0.03986,-9.71167,-0.105652,0.001466,0.004930
2513.9931,0.04703,-0.15229,0.00639,-9.77783,-0.107118,0.002398,-0.001199
2514.0132,0.02014,-0.39917,0.19044,-9.69749,-0.104853,-0.002665,0.000400
2514.0271,0.01386,-0.23300,-0.07487,-9.74475,-0.108051,-0.032508,0.004663
2514.0406,0.01356,-0.23775,0.03986,-9.68804,-0.107518,-0.033308,0.002665
2514.0542,0.01358,-0.10956,0.00161,-9.80146,-0.108850,0.001865,0.003064
2514.0678,0.01356,-0.27098,-0.01990,-9.72821,-0.106585,-0.003198,0.003331
2514.0815,0.01374,-0.23062,0.00639,-9.92433,-0.135896,0.000533,0.001466
2514.1286,0.04706,-0.27573,-0.03424,-9.80146,-0.104853,0.000799,0.002531
2514.1457,0.01714,-0.21401,0.04464,-9.75656,-0.106052,-0.001066,0.003864
2514.1594,0.01367,-0.28048,0.03508,-9.78492,-0.106985,-0.033974,0.003464
2514.1733,0.01391,-0.22825,0.02312,-9.73766,-0.104054,-0.000666,0.004397
2514.1897,0.01641,-0.24487,0.03747,-9.80382,-0.103787,0.002798,0.003864
2514.2036,0.01394,-0.29709,0.05659,-9.78256,-0.109250,0.001865,0.005729
2514.2175,0.01391,-0.26623,0.02552,-9.73530,-0.109516,0.001199,0.007194
2514.2650,0.04746,-0.28760,0.02312,-9.82745,-0.109250,-0.000933,0.002531
2514.2828,0.01777,-0.27810,-0.00795,-9.82509,-0.107784,-0.033841,0.003597
2514.2967,0.01393,-0.21875,0.02073,-9.82036,-0.109383,-0.002132,0.001199
2514.3106,0.01391,-0.21163,0.02312,-9.90543,-0.107118,0.002398,0.002398
2514.3244,0.01382,-0.24724,0.00639,-9.91252,-0.103387,0.004796,0.003198
2514.3383,0.01382,-0.29472,-0.07009,-9.74002,-0.109783,-0.003331,0.002798
2514.3520,0.01378,-0.30659,0.07810,-9.74002,-0.108850,-0.000400,0.001199
2514.4012,0.04913,-0.33270,0.03030,-9.78019,-0.104720,0.001865,0.003864
2514.4183,0.01712,-0.20214,-0.02707,-9.81564,-0.102855,0.002798,0.002398
2514.4319,0.01363,-0.28285,0.01595,-9.72821,-0.109783,-0.001332,0.003730
2514.4455,0.01356,-0.26861,0.07571,-9.72112,-0.107917,0.002665,0.005729
2514.4590,0.01352,-0.25199,0.02791,-9.74948,-0.105386,-0.001332,0.002398
2514.4728,0.01385,-0.28048,-0.02707,-9.78256,-0.104986,-0.001865,0.004397
2514.4867,0.01382,-0.27810,-0.00795,-9.80855,-0.109516,0.001998,0.003198
2514.5340,0.04737,-0.26148,0.01834,-9.74711,-0.106052,-0.002132,0.006395
2514.5532,0.01913,-0.24961,-0.00317,-9.86998,-0.112314,0.002132,0.002531
2514.5674,0.01427,-0.14991,-0.00556,-9.67150,-0.104187,-0.001066,0.006262
2514.5839,0.01643,-0.25199,0.01834,-9.79673,-0.103121,-0.032642,0.002265
2514.5978,0.01390,-0.24249,0.00639,-9.90779,-0.106585,-0.001466,0.005462
2514.6117,0.01390,-0.26861,0.01356,-9.72112,-0.108051,0.002931,0.003597
2514.6591,0.04742,-0.21875,0.04703,-9.84399,-0.105652,-0.000799,0.001865
2514.6767,0.01762,-0.23300,0.00400,-9.76365,-0.106319,0.000533,0.003997
2514.6906,0.01393,-0.21875,0.01834,-9.76602,-0.104453,0.004663,0.001865
2514.7045,0.01383,-0.39679,0.00400,-9.84635,-0.105919,-0.001466,0.007861
2514.7183,0.01382,-0.15466,0.03508,-9.75420,-0.101922,0.002132,0.002798
2514.7321,0.01380,-0.30896,0.00639,-9.67150,-0.109250,-0.000400,0.004130
2514.7460,0.01387,-0.26623,0.01117,-9.94087,-0.107118,0.034107,0.002398
2514.7956,0.04969,-0.28997,0.02073,-9.78256,-0.105919,-0.033708,0.005329
2514.8129,0.01727,-0.22350,0.03747,-9.74711,-0.135496,-0.001466,0.001599
2514.8266,0.01365,-0.15229,0.16176,-9.81327,-0.106585,0.002531,0.003997
2514.8401,0.01356,-0.32320,0.04225,-9.81091,-0.104453,-0.001466,0.005862
2514.8537,0.01359,-0.27573,-0.03185,-9.71876,-0.107384,0.002265,0.001732
2514.8673,0.01360,-0.30659,0.04942,-9.76838,-0.109516,-0.000933,0.002132
2514.8813,0.01395,-0.27098,0.04703,-9.82273,-0.106985,0.002665,0.001998
2514.9323,0.05101,-0.27810,0.09244,-9.80382,-0.104054,0.001865,0.003464
2514.9501,0.01778,-0.24012,0.00639,-9.66914,-0.105386,-0.001599,0.004530
2514.9640,0.01395,-0.24487,-0.02229,-9.91724,-0.108583,-0.033841,0.003331
2514.9804,0.01643,-0.22588,-0.00556,-9.78728,-0.106319,-0.000933,0.002265
2514.9943,0.01388,-0.23062,0.00161,-9.75420,-0.102455,-0.033441,0.001998
2515.0082,0.01385,-0.22588,0.03030,-9.71167,-0.104720,-0.033841,0.002931
2515.0556,0.04745,-0.26386,-0.01034,-9.78256,-0.103787,-0.001199,0.001732
2515.0742,0.01858,-0.22825,-0.00078,-9.73766,-0.105652,-0.003198,0.003464
2515.0883,0.01414,-0.27098,0.06137,-9.76365,-0.106718,0.033974,0.002798
2515.1023,0.01395,-0.29709,0.03508,-9.85108,-0.103654,0.001732,0.001732
2515.1162,0.01390,-0.21638,-0.00317,-9.77547,-0.107917,0.001199,0.004930
2515.1301,0.01390,-0.25199,0.06376,-9.74002,-0.104720,0.002798,0.003997
2515.1439,0.01381,-0.25911,0.20239,-9.80855,-0.105919,0.033308,-0.033841
2515.1936,0.04976,-0.24487,0.03269,-9.83218,-0.109116,0.005462,0.006262
2515.2108,0.01715,-0.12380,0.00639,-9.79437,-0.101123,-0.000266,0.000133
2515.2244,0.01361,-0.20689,-0.01034,-9.77547,-0.105253,-0.000666,0.004263
2515.2380,0.01358,-0.20689,0.01356,-9.69985,-0.105786,0.002132,0.002931
2515.2515,0.01355,-0.25674,0.01834,-9.78964,-0.108051,-0.033974,0.002531
2515.2650,0.01352,-0.20926,0.19761,-9.82036,-0.100456,0.001998,0.004530
2515.2786,0.01355,-0.12380,0.00400,-9.80619,-0.104187,-0.001599,0.000666
2515.3261,0.04749,-0.24487,0.01595,-9.80382,-0.106052,-0.033041,0.008793
2515.3436,0.01757,-0.27573,-0.03185,-9.84872,-0.109516,-0.000799,0.006129
2515.3576,0.01392,-0.26386,0.00639,-9.78964,-0.103121,0.000400,0.002665
2515.3739,0.01634,-0.33507,0.16893,-9.79673,-0.107384,-0.033974,0.005462
2515.3878,0.01388,-0.13330,-0.04141,-9.86290,-0.106585,-0.000266,0.002798
2515.4017,0.01389,-0.15703,0.03269,-9.78019,-0.107784,0.033574,0.005462
2515.4155,0.01383,-0.29472,-0.06053,-9.82745,-0.108450,0.003331,0.003864
2515.4630,0.04747,-0.23062,0.11634,-9.75420,-0.107384,0.002398,0.004263
2515.4806,0.01758,-0.29709,0.00639,-9.72821,-0.068614,0.000933,0.003198
2515.4945,0.01395,-0.25199,0.02073,-9.73530,-0.107118,0.001998,0.003997
2515.5083,0.01382,-0.24249,-0.08204,-9.87235,-0.110982,0.000533,0.001199
2515.5222,0.01383,-0.35169,0.00161,-9.75656,-0.104986,0.000666,0.033308
2515.5360,0.01380,-0.23300,-0.06531,-9.76838,-0.108450,0.002132,0.003597
2515.5522,0.01628,-0.24249,-0.01034,-9.79437,-0.104986,0.001332,0.002665
2515.5996,0.04741,-0.18315,-0.02229,-9.79673,-0.105253,0.001865,0.001332
2515.6181,0.01842,-0.31846,-0.07248,-9.78019,-0.108184,-0.001066,0.004663
2515.6322,0.01413,-0.30896,-0.09160,-9.71403,-0.103521,0.033574,0.002931
2515.6461,0.01391,-0.36831,0.01356,-9.74475,-0.069280,-0.001732,0.004663
2515.6599,0.01385,-0.36356,0.02552,-9.80382,-0.106185,-0.000666,0.002931
2515.6738,0.01384,-0.21163,-0.05336,-9.83690,-0.108983,0.005063,0.003331
2515.6876,0.01384,-0.23300,0.03030,-9.80855,-0.104986,-0.001732,0.001332
2515.7348,0.04712,-0.32083,0.05659,-9.85581,-0.104720,0.002798,0.000666
2515.7518,0.01707,-0.24249,0.07810,-9.86290,-0.104054,-0.001332,0.003730
2515.7677,0.01583,-0.28997,-0.01751,-9.79437,-0.107784,0.001865,0.003597
2515.7813,0.01361,-0.28522,0.03508,-9.79910,-0.136429,0.003997,0.003331
2515.7948,0.01355,-0.25674,-0.03424,-9.78728,-0.106851,-0.002531,0.003198
2515.8087,0.01389,-0.23775,0.05420,-9.78492,-0.103787,-0.002931,0.002931
2515.8227,0.01405,-0.26148,0.00878,-9.79201,-0.106052,0.001599,0.004663
2515.8703,0.04752,-0.27098,0.15219,-9.78728,-0.106452,0.000533,0.002265
2515.8879,0.01763,-0.22588,0.01356,-9.81800,-0.107784,0.003730,0.001998
2515.9019,0.01398,-0.26148,0.05181,-9.84872,-0.103521,-0.001865,0.004397
2515.9158,0.01390,-0.26623,0.01595,-9.83927,-0.102322,0.002132,0.001998
2515.9297,0.01394,-0.31371,0.00639,-9.68804,-0.105386,0.003997,0.005329
2515.9496,0.01988,-0.24487,0.03030,-9.80619,-0.108583,0.000533,0.003064
2515.9972,0.04757,-0.32320,0.01595,-9.80382,-0.106585,0.002931,0.003464
2516.0144,0.01725,-0.12617,0.13785,-9.76129,-0.106185,-0.000799,0.003730
